Entity,Code,Date,daily_vaccinations
Maryland,,1/16/2021,15424
Maryland,,1/17/2021,14984
Maryland,,1/18/2021,14690
Maryland,,1/19/2021,14481
Maryland,,1/20/2021,11441
Maryland,,1/21/2021,13407
Maryland,,1/22/2021,13258
Maryland,,1/23/2021,14212
Maryland,,1/24/2021,16770
Maryland,,1/25/2021,16637
Maryland,,1/26/2021,16846
Maryland,,1/27/2021,18730
Maryland,,1/28/2021,20043
Maryland,,1/29/2021,22150
Maryland,,1/30/2021,24053
Maryland,,1/31/2021,23844
Maryland,,2/1/2021,25352
Maryland,,2/2/2021,24503
Maryland,,2/3/2021,22451
Maryland,,2/4/2021,21945
Maryland,,2/5/2021,21726
Maryland,,2/6/2021,21580
Maryland,,2/7/2021,22796
Maryland,,2/8/2021,22143
Maryland,,2/9/2021,22275
Maryland,,2/10/2021,24964
Maryland,,2/11/2021,25665
Maryland,,2/12/2021,26306
Maryland,,2/13/2021,26485
Maryland,,2/14/2021,26567
Maryland,,2/15/2021,26595
Maryland,,2/16/2021,27854
Maryland,,2/17/2021,26002
Maryland,,2/18/2021,26441
Maryland,,2/19/2021,33219
Maryland,,2/20/2021,34605
Maryland,,2/21/2021,33824
Maryland,,2/22/2021,34580
Maryland,,2/23/2021,34934
Maryland,,2/24/2021,36687
Maryland,,2/25/2021,38368
Maryland,,2/26/2021,32617
Maryland,,2/27/2021,32315
Maryland,,2/28/2021,34031
Maryland,,3/1/2021,36088
Maryland,,3/2/2021,36841
Maryland,,3/3/2021,42073
Maryland,,3/4/2021,42628
Maryland,,3/5/2021,44105
Maryland,,3/6/2021,46529
Maryland,,3/7/2021,45662
Maryland,,3/8/2021,43948
Maryland,,3/9/2021,46381
Maryland,,3/10/2021,43798
Maryland,,3/11/2021,44967
Maryland,,3/12/2021,44438
Maryland,,3/13/2021,45112
Maryland,,3/14/2021,45196
Massachusetts,,1/13/2021,13361
Massachusetts,,1/14/2021,14697
Massachusetts,,1/15/2021,17698
Massachusetts,,1/16/2021,17130
Massachusetts,,1/17/2021,16789
Massachusetts,,1/18/2021,16562
Massachusetts,,1/19/2021,16399
Massachusetts,,1/20/2021,16150
Massachusetts,,1/21/2021,17092
Massachusetts,,1/22/2021,16207
Massachusetts,,1/23/2021,17195
Massachusetts,,1/24/2021,18826
Massachusetts,,1/25/2021,18595
Massachusetts,,1/26/2021,17689
Massachusetts,,1/27/2021,19112
Massachusetts,,1/28/2021,19602
Massachusetts,,1/29/2021,21411
Massachusetts,,1/30/2021,22016
Massachusetts,,1/31/2021,22768
Massachusetts,,2/1/2021,25047
Massachusetts,,2/2/2021,26111
Massachusetts,,2/3/2021,23029
Massachusetts,,2/4/2021,23228
Massachusetts,,2/5/2021,23510
Massachusetts,,2/6/2021,25720
Massachusetts,,2/7/2021,28727
Massachusetts,,2/8/2021,28204
Massachusetts,,2/9/2021,29538
Massachusetts,,2/10/2021,36924
Massachusetts,,2/11/2021,38812
Massachusetts,,2/12/2021,39662
Massachusetts,,2/13/2021,40349
Massachusetts,,2/14/2021,43617
Massachusetts,,2/15/2021,44264
Massachusetts,,2/16/2021,44945
Massachusetts,,2/17/2021,40922
Massachusetts,,2/18/2021,41458
Massachusetts,,2/19/2021,50527
Massachusetts,,2/20/2021,52268
Massachusetts,,2/21/2021,48704
Massachusetts,,2/22/2021,50396
Massachusetts,,2/23/2021,50460
Massachusetts,,2/24/2021,51877
Massachusetts,,2/25/2021,51691
Massachusetts,,2/26/2021,44151
Massachusetts,,2/27/2021,44129
Massachusetts,,2/28/2021,44201
Massachusetts,,3/1/2021,47791
Massachusetts,,3/2/2021,48248
Massachusetts,,3/3/2021,50086
Massachusetts,,3/4/2021,52052
Massachusetts,,3/5/2021,54321
Massachusetts,,3/6/2021,56816
Massachusetts,,3/7/2021,58920
Massachusetts,,3/8/2021,56508
Massachusetts,,3/9/2021,55479
Massachusetts,,3/10/2021,61397
Massachusetts,,3/11/2021,62186
Massachusetts,,3/12/2021,62530
Massachusetts,,3/13/2021,68528
Massachusetts,,3/14/2021,59056
Michigan,,1/13/2021,63834
Michigan,,1/14/2021,49775
Michigan,,1/15/2021,45499
Michigan,,1/16/2021,41587
Michigan,,1/17/2021,39240
Michigan,,1/18/2021,37676
Michigan,,1/19/2021,36558
Michigan,,1/20/2021,31013
Michigan,,1/21/2021,31658
Michigan,,1/22/2021,33039
Michigan,,1/23/2021,36947
Michigan,,1/24/2021,38769
Michigan,,1/25/2021,39100
Michigan,,1/26/2021,36954
Michigan,,1/27/2021,37632
Michigan,,1/28/2021,37939
Michigan,,1/29/2021,38744
Michigan,,1/30/2021,38537
Michigan,,1/31/2021,40251
Michigan,,2/1/2021,39730
Michigan,,2/2/2021,39030
Michigan,,2/3/2021,38605
Michigan,,2/4/2021,37770
Michigan,,2/5/2021,38216
Michigan,,2/6/2021,38680
Michigan,,2/7/2021,39273
Michigan,,2/8/2021,39547
Michigan,,2/9/2021,42057
Michigan,,2/10/2021,45237
Michigan,,2/11/2021,47606
Michigan,,2/12/2021,47350
Michigan,,2/13/2021,49239
Michigan,,2/14/2021,50433
Michigan,,2/15/2021,49802
Michigan,,2/16/2021,49589
Michigan,,2/17/2021,45997
Michigan,,2/18/2021,43820
Michigan,,2/19/2021,52608
Michigan,,2/20/2021,49455
Michigan,,2/21/2021,46954
Michigan,,2/22/2021,48744
Michigan,,2/23/2021,46929
Michigan,,2/24/2021,51942
Michigan,,2/25/2021,54903
Michigan,,2/26/2021,47438
Michigan,,2/27/2021,51665
Michigan,,2/28/2021,54967
Michigan,,3/1/2021,55008
Michigan,,3/2/2021,57718
Michigan,,3/3/2021,54200
Michigan,,3/4/2021,53383
Michigan,,3/5/2021,55595
Michigan,,3/6/2021,55951
Michigan,,3/7/2021,56925
Michigan,,3/8/2021,58331
Michigan,,3/9/2021,56822
Michigan,,3/10/2021,58203
Michigan,,3/11/2021,60359
Michigan,,3/12/2021,61128
Michigan,,3/13/2021,62789
Michigan,,3/14/2021,64172
Minnesota,,1/13/2021,3115
Minnesota,,1/14/2021,8722
Minnesota,,1/15/2021,12004
Minnesota,,1/16/2021,12333
Minnesota,,1/17/2021,12531
Minnesota,,1/18/2021,12662
Minnesota,,1/19/2021,12756
Minnesota,,1/20/2021,12456
Minnesota,,1/21/2021,11390
Minnesota,,1/22/2021,11426
Minnesota,,1/23/2021,13389
Minnesota,,1/24/2021,13755
Minnesota,,1/25/2021,15521
Minnesota,,1/26/2021,15558
Minnesota,,1/27/2021,17550
Minnesota,,1/28/2021,20603
Minnesota,,1/29/2021,23159
Minnesota,,1/30/2021,25793
Minnesota,,1/31/2021,28223
Minnesota,,2/1/2021,28495
Minnesota,,2/2/2021,27466
Minnesota,,2/3/2021,25329
Minnesota,,2/4/2021,32973
Minnesota,,2/5/2021,27729
Minnesota,,2/6/2021,31074
Minnesota,,2/7/2021,30049
Minnesota,,2/8/2021,28423
Minnesota,,2/9/2021,27513
Minnesota,,2/10/2021,27513
Minnesota,,2/11/2021,17116
Minnesota,,2/12/2021,21793
Minnesota,,2/13/2021,18302
Minnesota,,2/14/2021,20236
Minnesota,,2/15/2021,20646
Minnesota,,2/16/2021,23369
Minnesota,,2/17/2021,25699
Minnesota,,2/18/2021,29002
Minnesota,,2/19/2021,37825
Minnesota,,2/20/2021,37976
Minnesota,,2/21/2021,38014
Minnesota,,2/22/2021,35500
Minnesota,,2/23/2021,37341
Minnesota,,2/24/2021,37703
Minnesota,,2/25/2021,37361
Minnesota,,2/26/2021,29997
Minnesota,,2/27/2021,32139
Minnesota,,2/28/2021,36735
Minnesota,,3/1/2021,41617
Minnesota,,3/2/2021,39088
Minnesota,,3/3/2021,41205
Minnesota,,3/4/2021,42011
Minnesota,,3/5/2021,42969
Minnesota,,3/6/2021,43673
Minnesota,,3/7/2021,41066
Minnesota,,3/8/2021,42289
Minnesota,,3/9/2021,43302
Minnesota,,3/10/2021,42062
Minnesota,,3/11/2021,44388
Minnesota,,3/12/2021,44590
Minnesota,,3/13/2021,53259
Minnesota,,3/14/2021,45642
Mississippi,,1/13/2021,6745
Mississippi,,1/14/2021,8652
Mississippi,,1/15/2021,9928
Mississippi,,1/16/2021,9274
Mississippi,,1/17/2021,8881
Mississippi,,1/18/2021,8620
Mississippi,,1/19/2021,8433
Mississippi,,1/20/2021,8757
Mississippi,,1/21/2021,9263
Mississippi,,1/22/2021,9457
Mississippi,,1/23/2021,8412
Mississippi,,1/24/2021,11241
Mississippi,,1/25/2021,10671
Mississippi,,1/26/2021,9777
Mississippi,,1/27/2021,9665
Mississippi,,1/28/2021,9222
Mississippi,,1/29/2021,8889
Mississippi,,1/30/2021,10280
Mississippi,,1/31/2021,8395
Mississippi,,2/1/2021,8271
Mississippi,,2/2/2021,8302
Mississippi,,2/3/2021,8667
Mississippi,,2/4/2021,7094
Mississippi,,2/5/2021,9019
Mississippi,,2/6/2021,11140
Mississippi,,2/7/2021,12090
Mississippi,,2/8/2021,12653
Mississippi,,2/9/2021,12708
Mississippi,,2/10/2021,13515
Mississippi,,2/11/2021,16356
Mississippi,,2/12/2021,15778
Mississippi,,2/13/2021,15323
Mississippi,,2/14/2021,15167
Mississippi,,2/15/2021,15050
Mississippi,,2/16/2021,15612
Mississippi,,2/17/2021,13265
Mississippi,,2/18/2021,10423
Mississippi,,2/19/2021,12567
Mississippi,,2/20/2021,10529
Mississippi,,2/21/2021,9131
Mississippi,,2/22/2021,9468
Mississippi,,2/23/2021,9613
Mississippi,,2/24/2021,12443
Mississippi,,2/25/2021,12517
Mississippi,,2/26/2021,13282
Mississippi,,2/27/2021,16004
Mississippi,,2/28/2021,18305
Mississippi,,3/1/2021,19723
Mississippi,,3/2/2021,20112
Mississippi,,3/3/2021,20044
Mississippi,,3/4/2021,22804
Mississippi,,3/5/2021,20469
Mississippi,,3/6/2021,20482
Mississippi,,3/7/2021,20778
Mississippi,,3/8/2021,19879
Mississippi,,3/9/2021,19173
Mississippi,,3/10/2021,19362
Mississippi,,3/11/2021,19713
Mississippi,,3/12/2021,16281
Mississippi,,3/13/2021,22880
Mississippi,,3/14/2021,18898
Missouri,,1/13/2021,0
Missouri,,1/14/2021,6765
Missouri,,1/15/2021,9554
Missouri,,1/16/2021,10029
Missouri,,1/17/2021,10313
Missouri,,1/18/2021,10503
Missouri,,1/19/2021,10639
Missouri,,1/20/2021,11813
Missouri,,1/21/2021,12867
Missouri,,1/22/2021,13607
Missouri,,1/23/2021,12832
Missouri,,1/24/2021,14912
Missouri,,1/25/2021,15842
Missouri,,1/26/2021,14860
Missouri,,1/27/2021,16239
Missouri,,1/28/2021,16739
Missouri,,1/29/2021,17535
Missouri,,1/30/2021,16674
Missouri,,1/31/2021,18092
Missouri,,2/1/2021,18072
Missouri,,2/2/2021,18019
Missouri,,2/3/2021,17709
Missouri,,2/4/2021,17522
Missouri,,2/5/2021,18250
Missouri,,2/6/2021,25073
Missouri,,2/7/2021,25824
Missouri,,2/8/2021,25891
Missouri,,2/9/2021,25780
Missouri,,2/10/2021,26792
Missouri,,2/11/2021,27112
Missouri,,2/12/2021,25899
Missouri,,2/13/2021,31850
Missouri,,2/14/2021,31839
Missouri,,2/15/2021,31435
Missouri,,2/16/2021,33154
Missouri,,2/17/2021,31764
Missouri,,2/18/2021,31498
Missouri,,2/19/2021,42395
Missouri,,2/20/2021,33710
Missouri,,2/21/2021,33671
Missouri,,2/22/2021,34346
Missouri,,2/23/2021,33139
Missouri,,2/24/2021,35032
Missouri,,2/25/2021,36045
Missouri,,2/26/2021,28457
Missouri,,2/27/2021,33602
Missouri,,2/28/2021,27955
Missouri,,3/1/2021,38731
Missouri,,3/2/2021,39022
Missouri,,3/3/2021,39796
Missouri,,3/4/2021,41522
Missouri,,3/5/2021,41541
Missouri,,3/6/2021,39153
Missouri,,3/7/2021,45816
Missouri,,3/8/2021,36977
Missouri,,3/9/2021,37576
Missouri,,3/10/2021,38508
Missouri,,3/11/2021,38020
Missouri,,3/12/2021,36508
Missouri,,3/13/2021,45011
Missouri,,3/14/2021,38159
Montana,,1/13/2021,1980
Montana,,1/14/2021,2268
Montana,,1/15/2021,2427
Montana,,1/16/2021,2228
Montana,,1/17/2021,2109
Montana,,1/18/2021,2030
Montana,,1/19/2021,1973
Montana,,1/20/2021,1880
Montana,,1/21/2021,1967
Montana,,1/22/2021,2426
Montana,,1/23/2021,3078
Montana,,1/24/2021,3423
Montana,,1/25/2021,3299
Montana,,1/26/2021,3122
Montana,,1/27/2021,3421
Montana,,1/28/2021,3689
Montana,,1/29/2021,3749
Montana,,1/30/2021,3818
Montana,,1/31/2021,3991
Montana,,2/1/2021,4113
Montana,,2/2/2021,4225
Montana,,2/3/2021,4172
Montana,,2/4/2021,4276
Montana,,2/5/2021,4278
Montana,,2/6/2021,4516
Montana,,2/7/2021,4749
Montana,,2/8/2021,4733
Montana,,2/9/2021,4686
Montana,,2/10/2021,4853
Montana,,2/11/2021,4742
Montana,,2/12/2021,5023
Montana,,2/13/2021,5211
Montana,,2/14/2021,5578
Montana,,2/15/2021,5709
Montana,,2/16/2021,5934
Montana,,2/17/2021,5748
Montana,,2/18/2021,5819
Montana,,2/19/2021,9076
Montana,,2/20/2021,8790
Montana,,2/21/2021,8613
Montana,,2/22/2021,8797
Montana,,2/23/2021,8764
Montana,,2/24/2021,8864
Montana,,2/25/2021,8889
Montana,,2/26/2021,5681
Montana,,2/27/2021,6026
Montana,,2/28/2021,6332
Montana,,3/1/2021,6266
Montana,,3/2/2021,6164
Montana,,3/3/2021,6421
Montana,,3/4/2021,6959
Montana,,3/5/2021,7329
Montana,,3/6/2021,7575
Montana,,3/7/2021,7940
Montana,,3/8/2021,8125
Montana,,3/9/2021,8205
Montana,,3/10/2021,8294
Montana,,3/11/2021,8348
Montana,,3/12/2021,8310
Montana,,3/13/2021,8448
Montana,,3/14/2021,8395
Nebraska,,1/13/2021,5260
Nebraska,,1/14/2021,5240
Nebraska,,1/15/2021,5585
Nebraska,,1/16/2021,4970
Nebraska,,1/17/2021,4601
Nebraska,,1/18/2021,4354
Nebraska,,1/19/2021,4179
Nebraska,,1/20/2021,3798
Nebraska,,1/21/2021,3846
Nebraska,,1/22/2021,3894
Nebraska,,1/23/2021,4250
Nebraska,,1/24/2021,5058
Nebraska,,1/25/2021,4781
Nebraska,,1/26/2021,4492
Nebraska,,1/27/2021,4756
Nebraska,,1/28/2021,5454
Nebraska,,1/29/2021,5703
Nebraska,,1/30/2021,6172
Nebraska,,1/31/2021,6409
Nebraska,,2/1/2021,6698
Nebraska,,2/2/2021,6754
Nebraska,,2/3/2021,6959
Nebraska,,2/4/2021,6444
Nebraska,,2/5/2021,6538
Nebraska,,2/6/2021,7304
Nebraska,,2/7/2021,7595
Nebraska,,2/8/2021,7592
Nebraska,,2/9/2021,7555
Nebraska,,2/10/2021,7540
Nebraska,,2/11/2021,7536
Nebraska,,2/12/2021,7967
Nebraska,,2/13/2021,7935
Nebraska,,2/14/2021,7833
Nebraska,,2/15/2021,7729
Nebraska,,2/16/2021,7904
Nebraska,,2/17/2021,7691
Nebraska,,2/18/2021,8168
Nebraska,,2/19/2021,12550
Nebraska,,2/20/2021,12376
Nebraska,,2/21/2021,12421
Nebraska,,2/22/2021,13212
Nebraska,,2/23/2021,14590
Nebraska,,2/24/2021,15856
Nebraska,,2/25/2021,16766
Nebraska,,2/26/2021,13508
Nebraska,,2/27/2021,11913
Nebraska,,2/28/2021,14541
Nebraska,,3/1/2021,13667
Nebraska,,3/2/2021,13162
Nebraska,,3/3/2021,13030
Nebraska,,3/4/2021,13011
Nebraska,,3/5/2021,13272
Nebraska,,3/6/2021,13165
Nebraska,,3/7/2021,11660
Nebraska,,3/8/2021,13871
Nebraska,,3/9/2021,15629
Nebraska,,3/10/2021,15752
Nebraska,,3/11/2021,16610
Nebraska,,3/12/2021,16882
Nebraska,,3/13/2021,18600
Nebraska,,3/14/2021,15765
Nevada,,1/13/2021,0
Nevada,,1/14/2021,7596
Nevada,,1/15/2021,7340
Nevada,,1/16/2021,6703
Nevada,,1/17/2021,6321
Nevada,,1/18/2021,6066
Nevada,,1/19/2021,5884
Nevada,,1/20/2021,6497
Nevada,,1/21/2021,5592
Nevada,,1/22/2021,6112
Nevada,,1/23/2021,6938
Nevada,,1/24/2021,8421
Nevada,,1/25/2021,8832
Nevada,,1/26/2021,8789
Nevada,,1/27/2021,9605
Nevada,,1/28/2021,11279
Nevada,,1/29/2021,11961
Nevada,,1/30/2021,12452
Nevada,,1/31/2021,12696
Nevada,,2/1/2021,12698
Nevada,,2/2/2021,12687
Nevada,,2/3/2021,15015
Nevada,,2/4/2021,13808
Nevada,,2/5/2021,13448
Nevada,,2/6/2021,14009
Nevada,,2/7/2021,13285
Nevada,,2/8/2021,13990
Nevada,,2/9/2021,14051
Nevada,,2/10/2021,12409
Nevada,,2/11/2021,12497
Nevada,,2/12/2021,12836
Nevada,,2/13/2021,12686
Nevada,,2/14/2021,13479
Nevada,,2/15/2021,12990
Nevada,,2/16/2021,13610
Nevada,,2/17/2021,12383
Nevada,,2/18/2021,12558
Nevada,,2/19/2021,18309
Nevada,,2/20/2021,20669
Nevada,,2/21/2021,20198
Nevada,,2/22/2021,21272
Nevada,,2/23/2021,21660
Nevada,,2/24/2021,21973
Nevada,,2/25/2021,22173
Nevada,,2/26/2021,17176
Nevada,,2/27/2021,15691
Nevada,,2/28/2021,16555
Nevada,,3/1/2021,18372
Nevada,,3/2/2021,17823
Nevada,,3/3/2021,18162
Nevada,,3/4/2021,18282
Nevada,,3/5/2021,18675
Nevada,,3/6/2021,19208
Nevada,,3/7/2021,20510
Nevada,,3/8/2021,20110
Nevada,,3/9/2021,20255
Nevada,,3/10/2021,20670
Nevada,,3/11/2021,22049
Nevada,,3/12/2021,22496
Nevada,,3/13/2021,22668
Nevada,,3/14/2021,22869
New Hampshire,,1/13/2021,4605
New Hampshire,,1/14/2021,4049
New Hampshire,,1/15/2021,3968
New Hampshire,,1/16/2021,3541
New Hampshire,,1/17/2021,3285
New Hampshire,,1/18/2021,3114
New Hampshire,,1/19/2021,2992
New Hampshire,,1/20/2021,2886
New Hampshire,,1/21/2021,3133
New Hampshire,,1/22/2021,3297
New Hampshire,,1/23/2021,3577
New Hampshire,,1/24/2021,3757
New Hampshire,,1/25/2021,3618
New Hampshire,,1/26/2021,3635
New Hampshire,,1/27/2021,3952
New Hampshire,,1/28/2021,4259
New Hampshire,,1/29/2021,4545
New Hampshire,,1/30/2021,4846
New Hampshire,,1/31/2021,4996
New Hampshire,,2/1/2021,5127
New Hampshire,,2/2/2021,5542
New Hampshire,,2/3/2021,5027
New Hampshire,,2/4/2021,4948
New Hampshire,,2/5/2021,5105
New Hampshire,,2/6/2021,5348
New Hampshire,,2/7/2021,5368
New Hampshire,,2/8/2021,5155
New Hampshire,,2/9/2021,4704
New Hampshire,,2/10/2021,5417
New Hampshire,,2/11/2021,5574
New Hampshire,,2/12/2021,5424
New Hampshire,,2/13/2021,5642
New Hampshire,,2/14/2021,6093
New Hampshire,,2/15/2021,6570
New Hampshire,,2/16/2021,6846
New Hampshire,,2/17/2021,6018
New Hampshire,,2/18/2021,6109
New Hampshire,,2/19/2021,7182
New Hampshire,,2/20/2021,7089
New Hampshire,,2/21/2021,7467
New Hampshire,,2/22/2021,7900
New Hampshire,,2/23/2021,8231
New Hampshire,,2/24/2021,9131
New Hampshire,,2/25/2021,9198
New Hampshire,,2/26/2021,8355
New Hampshire,,2/27/2021,8639
New Hampshire,,2/28/2021,8685
New Hampshire,,3/1/2021,8130
New Hampshire,,3/2/2021,8039
New Hampshire,,3/3/2021,8178
New Hampshire,,3/4/2021,8368
New Hampshire,,3/5/2021,8375
New Hampshire,,3/6/2021,8620
New Hampshire,,3/7/2021,8643
New Hampshire,,3/8/2021,8668
New Hampshire,,3/9/2021,9056
New Hampshire,,3/10/2021,9412
New Hampshire,,3/11/2021,9833
New Hampshire,,3/12/2021,10400
New Hampshire,,3/13/2021,11285
New Hampshire,,3/14/2021,11228
New Jersey,,1/13/2021,41937
New Jersey,,1/14/2021,21188
New Jersey,,1/15/2021,32008
New Jersey,,1/16/2021,29199
New Jersey,,1/17/2021,27513
New Jersey,,1/18/2021,26389
New Jersey,,1/19/2021,25586
New Jersey,,1/20/2021,24177
New Jersey,,1/21/2021,24114
New Jersey,,1/22/2021,21042
New Jersey,,1/23/2021,23293
New Jersey,,1/24/2021,25288
New Jersey,,1/25/2021,26252
New Jersey,,1/26/2021,25084
New Jersey,,1/27/2021,25663
New Jersey,,1/28/2021,30856
New Jersey,,1/29/2021,37580
New Jersey,,1/30/2021,38294
New Jersey,,1/31/2021,37116
New Jersey,,2/1/2021,35307
New Jersey,,2/2/2021,37264
New Jersey,,2/3/2021,34266
New Jersey,,2/4/2021,29072
New Jersey,,2/5/2021,22473
New Jersey,,2/6/2021,38906
New Jersey,,2/7/2021,39909
New Jersey,,2/8/2021,40656
New Jersey,,2/9/2021,37172
New Jersey,,2/10/2021,42430
New Jersey,,2/11/2021,49279
New Jersey,,2/12/2021,52572
New Jersey,,2/13/2021,38345
New Jersey,,2/14/2021,39217
New Jersey,,2/15/2021,41921
New Jersey,,2/16/2021,47221
New Jersey,,2/17/2021,47383
New Jersey,,2/18/2021,49357
New Jersey,,2/19/2021,50244
New Jersey,,2/20/2021,48414
New Jersey,,2/21/2021,48529
New Jersey,,2/22/2021,46183
New Jersey,,2/23/2021,47389
New Jersey,,2/24/2021,46169
New Jersey,,2/25/2021,46315
New Jersey,,2/26/2021,48381
New Jersey,,2/27/2021,51418
New Jersey,,2/28/2021,53805
New Jersey,,3/1/2021,54984
New Jersey,,3/2/2021,61182
New Jersey,,3/3/2021,63752
New Jersey,,3/4/2021,65554
New Jersey,,3/5/2021,65709
New Jersey,,3/6/2021,67167
New Jersey,,3/7/2021,66956
New Jersey,,3/8/2021,67911
New Jersey,,3/9/2021,64587
New Jersey,,3/10/2021,66441
New Jersey,,3/11/2021,72811
New Jersey,,3/12/2021,73389
New Jersey,,3/13/2021,76089
New Jersey,,3/14/2021,75859
New Mexico,,1/13/2021,3620
New Mexico,,1/14/2021,5590
New Mexico,,1/15/2021,7023
New Mexico,,1/16/2021,7695
New Mexico,,1/17/2021,8098
New Mexico,,1/18/2021,8367
New Mexico,,1/19/2021,8559
New Mexico,,1/20/2021,8778
New Mexico,,1/21/2021,9007
New Mexico,,1/22/2021,8963
New Mexico,,1/23/2021,10812
New Mexico,,1/24/2021,11630
New Mexico,,1/25/2021,10890
New Mexico,,1/26/2021,10284
New Mexico,,1/27/2021,10539
New Mexico,,1/28/2021,10318
New Mexico,,1/29/2021,10959
New Mexico,,1/30/2021,9089
New Mexico,,1/31/2021,9144
New Mexico,,2/1/2021,10079
New Mexico,,2/2/2021,9640
New Mexico,,2/3/2021,9679
New Mexico,,2/4/2021,9982
New Mexico,,2/5/2021,9741
New Mexico,,2/6/2021,10613
New Mexico,,2/7/2021,9664
New Mexico,,2/8/2021,9652
New Mexico,,2/9/2021,9778
New Mexico,,2/10/2021,9971
New Mexico,,2/11/2021,10757
New Mexico,,2/12/2021,11694
New Mexico,,2/13/2021,11043
New Mexico,,2/14/2021,12584
New Mexico,,2/15/2021,12691
New Mexico,,2/16/2021,13899
New Mexico,,2/17/2021,13250
New Mexico,,2/18/2021,12310
New Mexico,,2/19/2021,24825
New Mexico,,2/20/2021,25572
New Mexico,,2/21/2021,25153
New Mexico,,2/22/2021,24730
New Mexico,,2/23/2021,24162
New Mexico,,2/24/2021,24470
New Mexico,,2/25/2021,25544
New Mexico,,2/26/2021,13505
New Mexico,,2/27/2021,14167
New Mexico,,2/28/2021,15655
New Mexico,,3/1/2021,15269
New Mexico,,3/2/2021,15570
New Mexico,,3/3/2021,16752
New Mexico,,3/4/2021,15580
New Mexico,,3/5/2021,15550
New Mexico,,3/6/2021,17575
New Mexico,,3/7/2021,15499
New Mexico,,3/8/2021,17467
New Mexico,,3/9/2021,16790
New Mexico,,3/10/2021,14958
New Mexico,,3/11/2021,17684
New Mexico,,3/12/2021,18517
New Mexico,,3/13/2021,16020
New Mexico,,3/14/2021,18306
New York State,,1/13/2021,52941
New York State,,1/14/2021,54522
New York State,,1/15/2021,59311
New York State,,1/16/2021,59662
New York State,,1/17/2021,59872
New York State,,1/18/2021,60012
New York State,,1/19/2021,60112
New York State,,1/20/2021,59145
New York State,,1/21/2021,61124
New York State,,1/22/2021,63790
New York State,,1/23/2021,66334
New York State,,1/24/2021,69502
New York State,,1/25/2021,68387
New York State,,1/26/2021,64808
New York State,,1/27/2021,67458
New York State,,1/28/2021,73438
New York State,,1/29/2021,71318
New York State,,1/30/2021,72774
New York State,,1/31/2021,72865
New York State,,2/1/2021,72765
New York State,,2/2/2021,73211
New York State,,2/3/2021,69210
New York State,,2/4/2021,61400
New York State,,2/5/2021,61298
New York State,,2/6/2021,61912
New York State,,2/7/2021,65915
New York State,,2/8/2021,70058
New York State,,2/9/2021,67892
New York State,,2/10/2021,76093
New York State,,2/11/2021,80062
New York State,,2/12/2021,82892
New York State,,2/13/2021,85146
New York State,,2/14/2021,84046
New York State,,2/15/2021,85676
New York State,,2/16/2021,95534
New York State,,2/17/2021,91775
New York State,,2/18/2021,90449
New York State,,2/19/2021,104996
New York State,,2/20/2021,102095
New York State,,2/21/2021,99541
New York State,,2/22/2021,99122
New York State,,2/23/2021,94610
New York State,,2/24/2021,91830
New York State,,2/25/2021,89347
New York State,,2/26/2021,72524
New York State,,2/27/2021,74919
New York State,,2/28/2021,86182
New York State,,3/1/2021,91983
New York State,,3/2/2021,103303
New York State,,3/3/2021,112359
New York State,,3/4/2021,121644
New York State,,3/5/2021,129919
New York State,,3/6/2021,140251
New York State,,3/7/2021,144621
New York State,,3/8/2021,151537
New York State,,3/9/2021,147075
New York State,,3/10/2021,154877
New York State,,3/11/2021,158585
New York State,,3/12/2021,162157
New York State,,3/13/2021,178982
New York State,,3/14/2021,151066
North Carolina,,1/13/2021,55328
North Carolina,,1/14/2021,28301
North Carolina,,1/15/2021,30405
North Carolina,,1/16/2021,28926
North Carolina,,1/17/2021,28038
North Carolina,,1/18/2021,27447
North Carolina,,1/19/2021,27024
North Carolina,,1/20/2021,22935
North Carolina,,1/21/2021,29296
North Carolina,,1/22/2021,31727
North Carolina,,1/23/2021,35671
North Carolina,,1/24/2021,40662
North Carolina,,1/25/2021,42821
North Carolina,,1/26/2021,42706
North Carolina,,1/27/2021,41324
North Carolina,,1/28/2021,53788
North Carolina,,1/29/2021,46616
North Carolina,,1/30/2021,45961
North Carolina,,1/31/2021,45031
North Carolina,,2/1/2021,42815
North Carolina,,2/2/2021,39490
North Carolina,,2/3/2021,44276
North Carolina,,2/4/2021,30525
North Carolina,,2/5/2021,36979
North Carolina,,2/6/2021,38929
North Carolina,,2/7/2021,41555
North Carolina,,2/8/2021,42660
North Carolina,,2/9/2021,44477
North Carolina,,2/10/2021,44199
North Carolina,,2/11/2021,45597
North Carolina,,2/12/2021,48191
North Carolina,,2/13/2021,50312
North Carolina,,2/14/2021,53556
North Carolina,,2/15/2021,53826
North Carolina,,2/16/2021,56765
North Carolina,,2/17/2021,56964
North Carolina,,2/18/2021,57088
North Carolina,,2/19/2021,73115
North Carolina,,2/20/2021,69341
North Carolina,,2/21/2021,64439
North Carolina,,2/22/2021,64854
North Carolina,,2/23/2021,61910
North Carolina,,2/24/2021,61381
North Carolina,,2/25/2021,61164
North Carolina,,2/26/2021,46498
North Carolina,,2/27/2021,51031
North Carolina,,2/28/2021,57036
North Carolina,,3/1/2021,60066
North Carolina,,3/2/2021,60984
North Carolina,,3/3/2021,63203
North Carolina,,3/4/2021,64444
North Carolina,,3/5/2021,56531
North Carolina,,3/6/2021,56396
