Entity,Code,Date,daily_vaccinations
North Carolina,,3/7/2021,51845
North Carolina,,3/8/2021,50910
North Carolina,,3/9/2021,52006
North Carolina,,3/10/2021,53160
North Carolina,,3/11/2021,55226
North Carolina,,3/12/2021,69359
North Carolina,,3/13/2021,90125
North Carolina,,3/14/2021,83400
North Dakota,,1/13/2021,1249
North Dakota,,1/14/2021,1648
North Dakota,,1/15/2021,2310
North Dakota,,1/16/2021,2370
North Dakota,,1/17/2021,2406
North Dakota,,1/18/2021,2430
North Dakota,,1/19/2021,2447
North Dakota,,1/20/2021,2418
North Dakota,,1/21/2021,2353
North Dakota,,1/22/2021,2528
North Dakota,,1/23/2021,2863
North Dakota,,1/24/2021,3095
North Dakota,,1/25/2021,3026
North Dakota,,1/26/2021,2693
North Dakota,,1/27/2021,2796
North Dakota,,1/28/2021,2972
North Dakota,,1/29/2021,3153
North Dakota,,1/30/2021,3227
North Dakota,,1/31/2021,3534
North Dakota,,2/1/2021,3463
North Dakota,,2/2/2021,3505
North Dakota,,2/3/2021,3763
North Dakota,,2/4/2021,3836
North Dakota,,2/5/2021,3807
North Dakota,,2/6/2021,4165
North Dakota,,2/7/2021,4130
North Dakota,,2/8/2021,4328
North Dakota,,2/9/2021,4256
North Dakota,,2/10/2021,3778
North Dakota,,2/11/2021,3817
North Dakota,,2/12/2021,3795
North Dakota,,2/13/2021,3348
North Dakota,,2/14/2021,3156
North Dakota,,2/15/2021,3056
North Dakota,,2/16/2021,3378
North Dakota,,2/17/2021,3438
North Dakota,,2/18/2021,3305
North Dakota,,2/19/2021,6133
North Dakota,,2/20/2021,6331
North Dakota,,2/21/2021,6499
North Dakota,,2/22/2021,6456
North Dakota,,2/23/2021,6164
North Dakota,,2/24/2021,6532
North Dakota,,2/25/2021,6737
North Dakota,,2/26/2021,4329
North Dakota,,2/27/2021,5262
North Dakota,,2/28/2021,5686
North Dakota,,3/1/2021,6031
North Dakota,,3/2/2021,6039
North Dakota,,3/3/2021,5910
North Dakota,,3/4/2021,6054
North Dakota,,3/5/2021,6094
North Dakota,,3/6/2021,5543
North Dakota,,3/7/2021,5502
North Dakota,,3/8/2021,5343
North Dakota,,3/9/2021,5571
North Dakota,,3/10/2021,5654
North Dakota,,3/11/2021,5744
North Dakota,,3/12/2021,6046
North Dakota,,3/13/2021,6367
North Dakota,,3/14/2021,6330
Northern Mariana Islands,MNP,1/13/2021,419
Northern Mariana Islands,MNP,1/14/2021,438
Northern Mariana Islands,MNP,1/15/2021,396
Northern Mariana Islands,MNP,1/16/2021,388
Northern Mariana Islands,MNP,1/17/2021,384
Northern Mariana Islands,MNP,1/18/2021,381
Northern Mariana Islands,MNP,1/19/2021,379
Northern Mariana Islands,MNP,1/20/2021,379
Northern Mariana Islands,MNP,1/21/2021,387
Northern Mariana Islands,MNP,1/22/2021,402
Northern Mariana Islands,MNP,1/23/2021,395
Northern Mariana Islands,MNP,1/24/2021,393
Northern Mariana Islands,MNP,1/25/2021,356
Northern Mariana Islands,MNP,1/26/2021,338
Northern Mariana Islands,MNP,1/27/2021,319
Northern Mariana Islands,MNP,1/28/2021,277
Northern Mariana Islands,MNP,1/29/2021,261
Northern Mariana Islands,MNP,1/30/2021,242
Northern Mariana Islands,MNP,1/31/2021,237
Northern Mariana Islands,MNP,2/1/2021,236
Northern Mariana Islands,MNP,2/2/2021,238
Northern Mariana Islands,MNP,2/3/2021,233
Northern Mariana Islands,MNP,2/4/2021,245
Northern Mariana Islands,MNP,2/5/2021,255
Northern Mariana Islands,MNP,2/6/2021,281
Northern Mariana Islands,MNP,2/7/2021,263
Northern Mariana Islands,MNP,2/8/2021,252
Northern Mariana Islands,MNP,2/9/2021,265
Northern Mariana Islands,MNP,2/10/2021,268
Northern Mariana Islands,MNP,2/11/2021,252
Northern Mariana Islands,MNP,2/12/2021,234
Northern Mariana Islands,MNP,2/13/2021,242
Northern Mariana Islands,MNP,2/14/2021,266
Northern Mariana Islands,MNP,2/15/2021,310
Northern Mariana Islands,MNP,2/16/2021,308
Northern Mariana Islands,MNP,2/17/2021,316
Northern Mariana Islands,MNP,2/18/2021,341
Northern Mariana Islands,MNP,2/19/2021,365
Northern Mariana Islands,MNP,2/20/2021,304
Northern Mariana Islands,MNP,2/21/2021,310
Northern Mariana Islands,MNP,2/22/2021,286
Northern Mariana Islands,MNP,2/23/2021,280
Northern Mariana Islands,MNP,2/24/2021,333
Northern Mariana Islands,MNP,2/25/2021,337
Northern Mariana Islands,MNP,2/26/2021,328
Northern Mariana Islands,MNP,2/27/2021,371
Northern Mariana Islands,MNP,2/28/2021,349
Northern Mariana Islands,MNP,3/1/2021,356
Northern Mariana Islands,MNP,3/2/2021,359
Northern Mariana Islands,MNP,3/3/2021,307
Northern Mariana Islands,MNP,3/4/2021,301
Northern Mariana Islands,MNP,3/5/2021,298
Northern Mariana Islands,MNP,3/6/2021,313
Northern Mariana Islands,MNP,3/7/2021,290
Northern Mariana Islands,MNP,3/8/2021,259
Northern Mariana Islands,MNP,3/9/2021,259
Northern Mariana Islands,MNP,3/10/2021,257
Northern Mariana Islands,MNP,3/11/2021,249
Northern Mariana Islands,MNP,3/12/2021,248
Northern Mariana Islands,MNP,3/13/2021,246
Northern Mariana Islands,MNP,3/14/2021,248
Ohio,,1/13/2021,17428
Ohio,,1/14/2021,18267
Ohio,,1/15/2021,21179
Ohio,,1/16/2021,21926
Ohio,,1/17/2021,22373
Ohio,,1/18/2021,22672
Ohio,,1/19/2021,22885
Ohio,,1/20/2021,22595
Ohio,,1/21/2021,19865
Ohio,,1/22/2021,24296
Ohio,,1/23/2021,27905
Ohio,,1/24/2021,31907
Ohio,,1/25/2021,33957
Ohio,,1/26/2021,33706
Ohio,,1/27/2021,36967
Ohio,,1/28/2021,43198
Ohio,,1/29/2021,42514
Ohio,,1/30/2021,45154
Ohio,,1/31/2021,43844
Ohio,,2/1/2021,45572
Ohio,,2/2/2021,48159
Ohio,,2/3/2021,48449
Ohio,,2/4/2021,48316
Ohio,,2/5/2021,47734
Ohio,,2/6/2021,47355
Ohio,,2/7/2021,48565
Ohio,,2/8/2021,48814
Ohio,,2/9/2021,46941
Ohio,,2/10/2021,45864
Ohio,,2/11/2021,47299
Ohio,,2/12/2021,51893
Ohio,,2/13/2021,52952
Ohio,,2/14/2021,56851
Ohio,,2/15/2021,56733
Ohio,,2/16/2021,60179
Ohio,,2/17/2021,59820
Ohio,,2/18/2021,57466
Ohio,,2/19/2021,65606
Ohio,,2/20/2021,64835
Ohio,,2/21/2021,64109
Ohio,,2/22/2021,64736
Ohio,,2/23/2021,61964
Ohio,,2/24/2021,66136
Ohio,,2/25/2021,70021
Ohio,,2/26/2021,59061
Ohio,,2/27/2021,62123
Ohio,,2/28/2021,65588
Ohio,,3/1/2021,66320
Ohio,,3/2/2021,70639
Ohio,,3/3/2021,71704
Ohio,,3/4/2021,71267
Ohio,,3/5/2021,72136
Ohio,,3/6/2021,75052
Ohio,,3/7/2021,75926
Ohio,,3/8/2021,77561
Ohio,,3/9/2021,76075
Ohio,,3/10/2021,75203
Ohio,,3/11/2021,77234
Ohio,,3/12/2021,82275
Ohio,,3/13/2021,85292
Ohio,,3/14/2021,85837
Oklahoma,,1/13/2021,14560
Oklahoma,,1/14/2021,14712
Oklahoma,,1/15/2021,15189
Oklahoma,,1/16/2021,13809
Oklahoma,,1/17/2021,12982
Oklahoma,,1/18/2021,12430
Oklahoma,,1/19/2021,12036
Oklahoma,,1/20/2021,11326
Oklahoma,,1/21/2021,11453
Oklahoma,,1/22/2021,12013
Oklahoma,,1/23/2021,13104
Oklahoma,,1/24/2021,14294
Oklahoma,,1/25/2021,13446
Oklahoma,,1/26/2021,12397
Oklahoma,,1/27/2021,13351
Oklahoma,,1/28/2021,13688
Oklahoma,,1/29/2021,14169
Oklahoma,,1/30/2021,15071
Oklahoma,,1/31/2021,16454
Oklahoma,,2/1/2021,16719
Oklahoma,,2/2/2021,16686
Oklahoma,,2/3/2021,16757
Oklahoma,,2/4/2021,17304
Oklahoma,,2/5/2021,17715
Oklahoma,,2/6/2021,18707
Oklahoma,,2/7/2021,19394
Oklahoma,,2/8/2021,20353
Oklahoma,,2/9/2021,20362
Oklahoma,,2/10/2021,20567
Oklahoma,,2/11/2021,20568
Oklahoma,,2/12/2021,18523
Oklahoma,,2/13/2021,17083
Oklahoma,,2/14/2021,15515
Oklahoma,,2/15/2021,14633
Oklahoma,,2/16/2021,15201
Oklahoma,,2/17/2021,12862
Oklahoma,,2/18/2021,10297
Oklahoma,,2/19/2021,24738
Oklahoma,,2/20/2021,24295
Oklahoma,,2/21/2021,26230
Oklahoma,,2/22/2021,28963
Oklahoma,,2/23/2021,30281
Oklahoma,,2/24/2021,34146
Oklahoma,,2/25/2021,38155
Oklahoma,,2/26/2021,27507
Oklahoma,,2/27/2021,30870
Oklahoma,,2/28/2021,32772
Oklahoma,,3/1/2021,32546
Oklahoma,,3/2/2021,31154
Oklahoma,,3/3/2021,30339
Oklahoma,,3/4/2021,30556
Oklahoma,,3/5/2021,29568
Oklahoma,,3/6/2021,28451
Oklahoma,,3/7/2021,26152
Oklahoma,,3/8/2021,25941
Oklahoma,,3/9/2021,26087
Oklahoma,,3/10/2021,26712
Oklahoma,,3/11/2021,26214
Oklahoma,,3/12/2021,26463
Oklahoma,,3/13/2021,27045
Oklahoma,,3/14/2021,26681
Oregon,,1/13/2021,10465
Oregon,,1/14/2021,12593
Oregon,,1/15/2021,13848
Oregon,,1/16/2021,14809
Oregon,,1/17/2021,15386
Oregon,,1/18/2021,15771
Oregon,,1/19/2021,16045
Oregon,,1/20/2021,14550
Oregon,,1/21/2021,12447
Oregon,,1/22/2021,15365
Oregon,,1/23/2021,15231
Oregon,,1/24/2021,14912
Oregon,,1/25/2021,14492
Oregon,,1/26/2021,13020
Oregon,,1/27/2021,15509
Oregon,,1/28/2021,17636
Oregon,,1/29/2021,15098
Oregon,,1/30/2021,15990
Oregon,,1/31/2021,17424
Oregon,,2/1/2021,17564
Oregon,,2/2/2021,18605
Oregon,,2/3/2021,18397
Oregon,,2/4/2021,18800
Oregon,,2/5/2021,18252
Oregon,,2/6/2021,18212
Oregon,,2/7/2021,17837
Oregon,,2/8/2021,18688
Oregon,,2/9/2021,19199
Oregon,,2/10/2021,19252
Oregon,,2/11/2021,16722
Oregon,,2/12/2021,14555
Oregon,,2/13/2021,20151
Oregon,,2/14/2021,19796
Oregon,,2/15/2021,17689
Oregon,,2/16/2021,16074
Oregon,,2/17/2021,14821
Oregon,,2/18/2021,17076
Oregon,,2/19/2021,25515
Oregon,,2/20/2021,20550
Oregon,,2/21/2021,21486
Oregon,,2/22/2021,23706
Oregon,,2/23/2021,25678
Oregon,,2/24/2021,24710
Oregon,,2/25/2021,25852
Oregon,,2/26/2021,22889
Oregon,,2/27/2021,23699
Oregon,,2/28/2021,24669
Oregon,,3/1/2021,25692
Oregon,,3/2/2021,24769
Oregon,,3/3/2021,26330
Oregon,,3/4/2021,26216
Oregon,,3/5/2021,24302
Oregon,,3/6/2021,25313
Oregon,,3/7/2021,25491
Oregon,,3/8/2021,25090
Oregon,,3/9/2021,26234
Oregon,,3/10/2021,26968
Oregon,,3/11/2021,23823
Oregon,,3/12/2021,24816
Oregon,,3/13/2021,28025
Oregon,,3/14/2021,27662
Pennsylvania,,1/13/2021,37996
Pennsylvania,,1/14/2021,34233
Pennsylvania,,1/15/2021,35401
Pennsylvania,,1/16/2021,32567
Pennsylvania,,1/17/2021,30867
Pennsylvania,,1/18/2021,29734
Pennsylvania,,1/19/2021,28924
Pennsylvania,,1/20/2021,26959
Pennsylvania,,1/21/2021,27859
Pennsylvania,,1/22/2021,29248
Pennsylvania,,1/23/2021,31950
Pennsylvania,,1/24/2021,35472
Pennsylvania,,1/25/2021,36636
Pennsylvania,,1/26/2021,36563
Pennsylvania,,1/27/2021,40474
Pennsylvania,,1/28/2021,35849
Pennsylvania,,1/29/2021,45694
Pennsylvania,,1/30/2021,48079
Pennsylvania,,1/31/2021,49083
Pennsylvania,,2/1/2021,51055
Pennsylvania,,2/2/2021,50799
Pennsylvania,,2/3/2021,43730
Pennsylvania,,2/4/2021,51766
Pennsylvania,,2/5/2021,42684
Pennsylvania,,2/6/2021,43724
Pennsylvania,,2/7/2021,45667
Pennsylvania,,2/8/2021,43882
Pennsylvania,,2/9/2021,46034
Pennsylvania,,2/10/2021,54281
Pennsylvania,,2/11/2021,53677
Pennsylvania,,2/12/2021,56762
Pennsylvania,,2/13/2021,48534
Pennsylvania,,2/14/2021,59213
Pennsylvania,,2/15/2021,55160
Pennsylvania,,2/16/2021,50636
Pennsylvania,,2/17/2021,58875
Pennsylvania,,2/18/2021,58330
Pennsylvania,,2/19/2021,73730
Pennsylvania,,2/20/2021,79082
Pennsylvania,,2/21/2021,69214
Pennsylvania,,2/22/2021,75797
Pennsylvania,,2/23/2021,78350
Pennsylvania,,2/24/2021,67892
Pennsylvania,,2/25/2021,69590
Pennsylvania,,2/26/2021,53951
Pennsylvania,,2/27/2021,63458
Pennsylvania,,2/28/2021,63574
Pennsylvania,,3/1/2021,68183
Pennsylvania,,3/2/2021,72196
Pennsylvania,,3/3/2021,74736
Pennsylvania,,3/4/2021,78068
Pennsylvania,,3/5/2021,86723
Pennsylvania,,3/6/2021,88971
Pennsylvania,,3/7/2021,81060
Pennsylvania,,3/8/2021,71465
Pennsylvania,,3/9/2021,91116
Pennsylvania,,3/10/2021,98490
Pennsylvania,,3/11/2021,100106
Pennsylvania,,3/12/2021,84202
Pennsylvania,,3/13/2021,113553
Pennsylvania,,3/14/2021,124576
Puerto Rico,PRI,1/13/2021,9873
Puerto Rico,PRI,1/14/2021,10160
Puerto Rico,PRI,1/15/2021,9859
Puerto Rico,PRI,1/16/2021,8982
Puerto Rico,PRI,1/17/2021,8455
Puerto Rico,PRI,1/18/2021,8104
Puerto Rico,PRI,1/19/2021,7853
Puerto Rico,PRI,1/20/2021,7457
Puerto Rico,PRI,1/21/2021,7559
Puerto Rico,PRI,1/22/2021,8199
Puerto Rico,PRI,1/23/2021,8965
Puerto Rico,PRI,1/24/2021,9620
Puerto Rico,PRI,1/25/2021,9205
Puerto Rico,PRI,1/26/2021,8450
Puerto Rico,PRI,1/27/2021,9019
Puerto Rico,PRI,1/28/2021,9198
Puerto Rico,PRI,1/29/2021,8968
Puerto Rico,PRI,1/30/2021,8974
Puerto Rico,PRI,1/31/2021,9317
Puerto Rico,PRI,2/1/2021,9403
Puerto Rico,PRI,2/2/2021,9251
Puerto Rico,PRI,2/3/2021,9558
Puerto Rico,PRI,2/4/2021,9449
Puerto Rico,PRI,2/5/2021,9103
Puerto Rico,PRI,2/6/2021,9091
Puerto Rico,PRI,2/7/2021,7186
Puerto Rico,PRI,2/8/2021,6608
Puerto Rico,PRI,2/9/2021,8658
Puerto Rico,PRI,2/10/2021,8242
Puerto Rico,PRI,2/11/2021,8377
Puerto Rico,PRI,2/12/2021,6991
Puerto Rico,PRI,2/13/2021,10163
Puerto Rico,PRI,2/14/2021,11861
Puerto Rico,PRI,2/15/2021,12180
Puerto Rico,PRI,2/16/2021,10448
Puerto Rico,PRI,2/17/2021,9681
Puerto Rico,PRI,2/18/2021,10157
Puerto Rico,PRI,2/19/2021,15971
Puerto Rico,PRI,2/20/2021,13241
Puerto Rico,PRI,2/21/2021,13393
Puerto Rico,PRI,2/22/2021,13100
Puerto Rico,PRI,2/23/2021,13323
Puerto Rico,PRI,2/24/2021,14711
Puerto Rico,PRI,2/25/2021,14569
Puerto Rico,PRI,2/26/2021,12517
Puerto Rico,PRI,2/27/2021,10651
Puerto Rico,PRI,2/28/2021,10449
Puerto Rico,PRI,3/1/2021,11145
Puerto Rico,PRI,3/2/2021,10608
Puerto Rico,PRI,3/3/2021,10416
Puerto Rico,PRI,3/4/2021,12169
Puerto Rico,PRI,3/5/2021,8536
Puerto Rico,PRI,3/6/2021,10497
Puerto Rico,PRI,3/7/2021,11255
Puerto Rico,PRI,3/8/2021,11240
Puerto Rico,PRI,3/9/2021,11523
Puerto Rico,PRI,3/10/2021,15230
Puerto Rico,PRI,3/11/2021,11478
Puerto Rico,PRI,3/12/2021,14565
Puerto Rico,PRI,3/13/2021,19615
Puerto Rico,PRI,3/14/2021,17211
Republic of Palau,,1/13/2021,309
Republic of Palau,,1/14/2021,175
Republic of Palau,,1/15/2021,234
Republic of Palau,,1/16/2021,225
Republic of Palau,,1/17/2021,220
Republic of Palau,,1/18/2021,217
Republic of Palau,,1/19/2021,214
Republic of Palau,,1/20/2021,179
Republic of Palau,,1/21/2021,234
Republic of Palau,,1/22/2021,184
Republic of Palau,,1/23/2021,195
Republic of Palau,,1/24/2021,218
Republic of Palau,,1/25/2021,190
Republic of Palau,,1/26/2021,162
Republic of Palau,,1/27/2021,152
Republic of Palau,,1/28/2021,95
Republic of Palau,,1/29/2021,98
Republic of Palau,,1/30/2021,61
Republic of Palau,,1/31/2021,9
Republic of Palau,,2/1/2021,9
Republic of Palau,,2/2/2021,18
Republic of Palau,,2/3/2021,26
Republic of Palau,,2/4/2021,23
Republic of Palau,,2/5/2021,39
Republic of Palau,,2/6/2021,36
Republic of Palau,,2/7/2021,51
Republic of Palau,,2/8/2021,51
Republic of Palau,,2/9/2021,42
Republic of Palau,,2/10/2021,43
Republic of Palau,,2/11/2021,86
Republic of Palau,,2/12/2021,73
Republic of Palau,,2/13/2021,122
Republic of Palau,,2/14/2021,122
Republic of Palau,,2/15/2021,147
Republic of Palau,,2/16/2021,173
Republic of Palau,,2/17/2021,212
Republic of Palau,,2/18/2021,212
Republic of Palau,,2/19/2021,265
Republic of Palau,,2/20/2021,259
Republic of Palau,,2/21/2021,285
Republic of Palau,,2/22/2021,259
Republic of Palau,,2/23/2021,342
Republic of Palau,,2/24/2021,295
Republic of Palau,,2/25/2021,400
Republic of Palau,,2/26/2021,345
Republic of Palau,,2/27/2021,303
Republic of Palau,,2/28/2021,267
Republic of Palau,,3/1/2021,267
Republic of Palau,,3/2/2021,159
Republic of Palau,,3/3/2021,159
Republic of Palau,,3/4/2021,11
Republic of Palau,,3/5/2021,6
Republic of Palau,,3/6/2021,6
Republic of Palau,,3/7/2021,0
Republic of Palau,,3/8/2021,0
Republic of Palau,,3/9/2021,0
Republic of Palau,,3/10/2021,57
Republic of Palau,,3/11/2021,102
Republic of Palau,,3/12/2021,144
Republic of Palau,,3/13/2021,216
Republic of Palau,,3/14/2021,216
Rhode Island,,1/13/2021,2460
Rhode Island,,1/14/2021,2652
Rhode Island,,1/15/2021,2660
Rhode Island,,1/16/2021,2403
Rhode Island,,1/17/2021,2249
Rhode Island,,1/18/2021,2147
Rhode Island,,1/19/2021,2073
Rhode Island,,1/20/2021,2084
Rhode Island,,1/21/2021,2020
Rhode Island,,1/22/2021,2061
Rhode Island,,1/23/2021,2010
Rhode Island,,1/24/2021,2393
Rhode Island,,1/25/2021,2567
Rhode Island,,1/26/2021,2598
Rhode Island,,1/27/2021,2810
Rhode Island,,1/28/2021,3018
Rhode Island,,1/29/2021,3090
Rhode Island,,1/30/2021,3549
Rhode Island,,1/31/2021,3373
Rhode Island,,2/1/2021,3403
Rhode Island,,2/2/2021,3897
Rhode Island,,2/3/2021,3599
Rhode Island,,2/4/2021,3391
Rhode Island,,2/5/2021,3335
Rhode Island,,2/6/2021,3391
Rhode Island,,2/7/2021,3699
Rhode Island,,2/8/2021,3749
Rhode Island,,2/9/2021,3220
Rhode Island,,2/10/2021,3355
Rhode Island,,2/11/2021,3436
Rhode Island,,2/12/2021,3566
Rhode Island,,2/13/2021,3582
Rhode Island,,2/14/2021,3441
Rhode Island,,2/15/2021,3372
Rhode Island,,2/16/2021,3563
Rhode Island,,2/17/2021,3782
Rhode Island,,2/18/2021,4571
Rhode Island,,2/19/2021,7116
Rhode Island,,2/20/2021,7713
Rhode Island,,2/21/2021,8210
Rhode Island,,2/22/2021,8850
Rhode Island,,2/23/2021,9234
Rhode Island,,2/24/2021,9580
Rhode Island,,2/25/2021,9538
Rhode Island,,2/26/2021,7595
Rhode Island,,2/27/2021,7816
Rhode Island,,2/28/2021,8304
Rhode Island,,3/1/2021,9068
Rhode Island,,3/2/2021,9163
Rhode Island,,3/3/2021,9181
Rhode Island,,3/4/2021,9181
Rhode Island,,3/5/2021,9377
Rhode Island,,3/6/2021,9240
Rhode Island,,3/7/2021,8945
Rhode Island,,3/8/2021,8174
Rhode Island,,3/9/2021,8258
Rhode Island,,3/10/2021,8319
Rhode Island,,3/11/2021,8574
Rhode Island,,3/12/2021,8425
Rhode Island,,3/13/2021,8162
Rhode Island,,3/14/2021,7832
South Carolina,,1/13/2021,18812
South Carolina,,1/14/2021,17390
South Carolina,,1/15/2021,13587
South Carolina,,1/16/2021,14274
South Carolina,,1/17/2021,14686
South Carolina,,1/18/2021,14961
South Carolina,,1/19/2021,15157
South Carolina,,1/20/2021,13246
South Carolina,,1/21/2021,13397
South Carolina,,1/22/2021,15309
South Carolina,,1/23/2021,15855
South Carolina,,1/24/2021,17756
South Carolina,,1/25/2021,19501
South Carolina,,1/26/2021,18577
South Carolina,,1/27/2021,19197
South Carolina,,1/28/2021,21474
South Carolina,,1/29/2021,22308
South Carolina,,1/30/2021,22672
South Carolina,,1/31/2021,22964
South Carolina,,2/1/2021,22200
South Carolina,,2/2/2021,21926
South Carolina,,2/3/2021,21745
South Carolina,,2/4/2021,19641
South Carolina,,2/5/2021,19105
South Carolina,,2/6/2021,19288
South Carolina,,2/7/2021,18482
South Carolina,,2/8/2021,17563
South Carolina,,2/9/2021,16428
South Carolina,,2/10/2021,18409
South Carolina,,2/11/2021,18723
South Carolina,,2/12/2021,18640
South Carolina,,2/13/2021,18852
South Carolina,,2/14/2021,19324
South Carolina,,2/15/2021,19377
South Carolina,,2/16/2021,21826
South Carolina,,2/17/2021,21051
South Carolina,,2/18/2021,21374
South Carolina,,2/19/2021,28383
South Carolina,,2/20/2021,29276
South Carolina,,2/21/2021,29498
South Carolina,,2/22/2021,30180
South Carolina,,2/23/2021,28951
South Carolina,,2/24/2021,31183
South Carolina,,2/25/2021,31394
South Carolina,,2/26/2021,25323
South Carolina,,2/27/2021,25456
South Carolina,,2/28/2021,25126
South Carolina,,3/1/2021,26318
South Carolina,,3/2/2021,25988
South Carolina,,3/3/2021,25214
South Carolina,,3/4/2021,29268
South Carolina,,3/5/2021,29580
South Carolina,,3/6/2021,32372
South Carolina,,3/7/2021,37254
South Carolina,,3/8/2021,37671
South Carolina,,3/9/2021,39188
South Carolina,,3/10/2021,38974
South Carolina,,3/11/2021,36988
South Carolina,,3/12/2021,37286
South Carolina,,3/13/2021,42704
South Carolina,,3/14/2021,33739
South Dakota,,1/13/2021,2014
South Dakota,,1/14/2021,2793
South Dakota,,1/15/2021,2802
South Dakota,,1/16/2021,2352
South Dakota,,1/17/2021,2082
South Dakota,,1/18/2021,1902
South Dakota,,1/19/2021,1774
South Dakota,,1/20/2021,1687
South Dakota,,1/21/2021,1585
South Dakota,,1/22/2021,1934
South Dakota,,1/23/2021,2728
South Dakota,,1/24/2021,3048
South Dakota,,1/25/2021,3200
South Dakota,,1/26/2021,3101
South Dakota,,1/27/2021,3495
South Dakota,,1/28/2021,3771
South Dakota,,1/29/2021,3798
South Dakota,,1/30/2021,3664
South Dakota,,1/31/2021,3646
South Dakota,,2/1/2021,3596
South Dakota,,2/2/2021,3597
South Dakota,,2/3/2021,3426
South Dakota,,2/4/2021,3414
South Dakota,,2/5/2021,3480
South Dakota,,2/6/2021,3535
South Dakota,,2/7/2021,3640
South Dakota,,2/8/2021,3626
South Dakota,,2/9/2021,3604
South Dakota,,2/10/2021,3639
South Dakota,,2/11/2021,3722
South Dakota,,2/12/2021,3868
South Dakota,,2/13/2021,3919
South Dakota,,2/14/2021,4112
South Dakota,,2/15/2021,4069
South Dakota,,2/16/2021,4236
South Dakota,,2/17/2021,4204
South Dakota,,2/18/2021,4206
South Dakota,,2/19/2021,9933
South Dakota,,2/20/2021,10117
South Dakota,,2/21/2021,10357
South Dakota,,2/22/2021,10630
South Dakota,,2/23/2021,10621
South Dakota,,2/24/2021,10978
South Dakota,,2/25/2021,11292
South Dakota,,2/26/2021,5908
South Dakota,,2/27/2021,6206
South Dakota,,2/28/2021,6509
South Dakota,,3/1/2021,6587
South Dakota,,3/2/2021,6478
South Dakota,,3/3/2021,6421
South Dakota,,3/4/2021,6364
South Dakota,,3/5/2021,6404
South Dakota,,3/6/2021,6470
South Dakota,,3/7/2021,6382
South Dakota,,3/8/2021,6314
South Dakota,,3/9/2021,6313
South Dakota,,3/10/2021,6343
South Dakota,,3/11/2021,6400
South Dakota,,3/12/2021,6376
South Dakota,,3/13/2021,6584
South Dakota,,3/14/2021,7158
Tennessee,,1/13/2021,13456
Tennessee,,1/14/2021,6728
Tennessee,,1/15/2021,17360
Tennessee,,1/16/2021,16050
Tennessee,,1/17/2021,15264
Tennessee,,1/18/2021,14740
Tennessee,,1/19/2021,14365
Tennessee,,1/20/2021,13403
Tennessee,,1/21/2021,15851
Tennessee,,1/22/2021,14037
Tennessee,,1/23/2021,15528
Tennessee,,1/24/2021,17781
Tennessee,,1/25/2021,17565
Tennessee,,1/26/2021,16589
Tennessee,,1/27/2021,18443
Tennessee,,1/28/2021,19197
Tennessee,,1/29/2021,20618
Tennessee,,1/30/2021,21427
Tennessee,,1/31/2021,22453
Tennessee,,2/1/2021,23609
Tennessee,,2/2/2021,23422
Tennessee,,2/3/2021,24312
Tennessee,,2/4/2021,24885
Tennessee,,2/5/2021,24652
Tennessee,,2/6/2021,25451
Tennessee,,2/7/2021,25973
Tennessee,,2/8/2021,25401
Tennessee,,2/9/2021,25742
Tennessee,,2/10/2021,25981
Tennessee,,2/11/2021,26016
Tennessee,,2/12/2021,26161
Tennessee,,2/13/2021,24927
Tennessee,,2/14/2021,25152
Tennessee,,2/15/2021,24902
Tennessee,,2/16/2021,25844
Tennessee,,2/17/2021,22833
Tennessee,,2/18/2021,21143
Tennessee,,2/19/2021,25995
Tennessee,,2/20/2021,24434
Tennessee,,2/21/2021,21434
Tennessee,,2/22/2021,21542
Tennessee,,2/23/2021,20978
Tennessee,,2/24/2021,25211
Tennessee,,2/25/2021,27973
Tennessee,,2/26/2021,24822
Tennessee,,2/27/2021,29100
Tennessee,,2/28/2021,34609
Tennessee,,3/1/2021,37689
Tennessee,,3/2/2021,37967
Tennessee,,3/3/2021,39929
Tennessee,,3/4/2021,40345
Tennessee,,3/5/2021,40442
Tennessee,,3/6/2021,39889
Tennessee,,3/7/2021,39317
Tennessee,,3/8/2021,37799
Tennessee,,3/9/2021,37434
Tennessee,,3/10/2021,36573
Tennessee,,3/11/2021,37837
Tennessee,,3/12/2021,38803
Tennessee,,3/13/2021,40729
Tennessee,,3/14/2021,40964
Texas,,1/13/2021,66581
Texas,,1/14/2021,66082
Texas,,1/15/2021,82927
Texas,,1/16/2021,77429
Texas,,1/17/2021,74131
Texas,,1/18/2021,71932
Texas,,1/19/2021,70361
Texas,,1/20/2021,70529
Texas,,1/21/2021,71561
Texas,,1/22/2021,69220
Texas,,1/23/2021,72384
Texas,,1/24/2021,68740
Texas,,1/25/2021,65851
Texas,,1/26/2021,73415
Texas,,1/27/2021,71804
Texas,,1/28/2021,80351
Texas,,1/29/2021,82155
Texas,,1/30/2021,87541
Texas,,1/31/2021,92226
Texas,,2/1/2021,98889
Texas,,2/2/2021,82619
Texas,,2/3/2021,96932
Texas,,2/4/2021,99765
Texas,,2/5/2021,101557
Texas,,2/6/2021,109611
Texas,,2/7/2021,119680
Texas,,2/8/2021,117976
Texas,,2/9/2021,134278
Texas,,2/10/2021,130817
Texas,,2/11/2021,129014
Texas,,2/12/2021,134688
Texas,,2/13/2021,128579
