Entity,Code,Date,daily_vaccinations_per_million
Oklahoma,,2/27/2021,7801
Oklahoma,,2/28/2021,8282
Oklahoma,,3/1/2021,8225
Oklahoma,,3/2/2021,7873
Oklahoma,,3/3/2021,7667
Oklahoma,,3/4/2021,7722
Oklahoma,,3/5/2021,7472
Oklahoma,,3/6/2021,7190
Oklahoma,,3/7/2021,6609
Oklahoma,,3/8/2021,6556
Oklahoma,,3/9/2021,6593
Oklahoma,,3/10/2021,6751
Oklahoma,,3/11/2021,6625
Oklahoma,,3/12/2021,6688
Oklahoma,,3/13/2021,6835
Oklahoma,,3/14/2021,6743
Oregon,,1/13/2021,2481
Oregon,,1/14/2021,2986
Oregon,,1/15/2021,3283
Oregon,,1/16/2021,3511
Oregon,,1/17/2021,3648
Oregon,,1/18/2021,3739
Oregon,,1/19/2021,3804
Oregon,,1/20/2021,3450
Oregon,,1/21/2021,2951
Oregon,,1/22/2021,3643
Oregon,,1/23/2021,3611
Oregon,,1/24/2021,3536
Oregon,,1/25/2021,3436
Oregon,,1/26/2021,3087
Oregon,,1/27/2021,3677
Oregon,,1/28/2021,4181
Oregon,,1/29/2021,3580
Oregon,,1/30/2021,3791
Oregon,,1/31/2021,4131
Oregon,,2/1/2021,4164
Oregon,,2/2/2021,4411
Oregon,,2/3/2021,4362
Oregon,,2/4/2021,4457
Oregon,,2/5/2021,4327
Oregon,,2/6/2021,4318
Oregon,,2/7/2021,4229
Oregon,,2/8/2021,4431
Oregon,,2/9/2021,4552
Oregon,,2/10/2021,4565
Oregon,,2/11/2021,3965
Oregon,,2/12/2021,3451
Oregon,,2/13/2021,4778
Oregon,,2/14/2021,4694
Oregon,,2/15/2021,4194
Oregon,,2/16/2021,3811
Oregon,,2/17/2021,3514
Oregon,,2/18/2021,4049
Oregon,,2/19/2021,6049
Oregon,,2/20/2021,4872
Oregon,,2/21/2021,5094
Oregon,,2/22/2021,5621
Oregon,,2/23/2021,6088
Oregon,,2/24/2021,5859
Oregon,,2/25/2021,6129
Oregon,,2/26/2021,5427
Oregon,,2/27/2021,5619
Oregon,,2/28/2021,5849
Oregon,,3/1/2021,6091
Oregon,,3/2/2021,5873
Oregon,,3/3/2021,6243
Oregon,,3/4/2021,6216
Oregon,,3/5/2021,5762
Oregon,,3/6/2021,6002
Oregon,,3/7/2021,6044
Oregon,,3/8/2021,5949
Oregon,,3/9/2021,6220
Oregon,,3/10/2021,6394
Oregon,,3/11/2021,5648
Oregon,,3/12/2021,5884
Oregon,,3/13/2021,6645
Oregon,,3/14/2021,6558
Pennsylvania,,1/13/2021,2968
Pennsylvania,,1/14/2021,2674
Pennsylvania,,1/15/2021,2765
Pennsylvania,,1/16/2021,2544
Pennsylvania,,1/17/2021,2411
Pennsylvania,,1/18/2021,2323
Pennsylvania,,1/19/2021,2259
Pennsylvania,,1/20/2021,2106
Pennsylvania,,1/21/2021,2176
Pennsylvania,,1/22/2021,2285
Pennsylvania,,1/23/2021,2496
Pennsylvania,,1/24/2021,2771
Pennsylvania,,1/25/2021,2862
Pennsylvania,,1/26/2021,2856
Pennsylvania,,1/27/2021,3162
Pennsylvania,,1/28/2021,2800
Pennsylvania,,1/29/2021,3569
Pennsylvania,,1/30/2021,3756
Pennsylvania,,1/31/2021,3834
Pennsylvania,,2/1/2021,3988
Pennsylvania,,2/2/2021,3968
Pennsylvania,,2/3/2021,3416
Pennsylvania,,2/4/2021,4044
Pennsylvania,,2/5/2021,3334
Pennsylvania,,2/6/2021,3415
Pennsylvania,,2/7/2021,3567
Pennsylvania,,2/8/2021,3428
Pennsylvania,,2/9/2021,3596
Pennsylvania,,2/10/2021,4240
Pennsylvania,,2/11/2021,4193
Pennsylvania,,2/12/2021,4434
Pennsylvania,,2/13/2021,3791
Pennsylvania,,2/14/2021,4625
Pennsylvania,,2/15/2021,4309
Pennsylvania,,2/16/2021,3955
Pennsylvania,,2/17/2021,4599
Pennsylvania,,2/18/2021,4556
Pennsylvania,,2/19/2021,5759
Pennsylvania,,2/20/2021,6177
Pennsylvania,,2/21/2021,5407
Pennsylvania,,2/22/2021,5921
Pennsylvania,,2/23/2021,6120
Pennsylvania,,2/24/2021,5303
Pennsylvania,,2/25/2021,5436
Pennsylvania,,2/26/2021,4214
Pennsylvania,,2/27/2021,4957
Pennsylvania,,2/28/2021,4966
Pennsylvania,,3/1/2021,5326
Pennsylvania,,3/2/2021,5639
Pennsylvania,,3/3/2021,5838
Pennsylvania,,3/4/2021,6098
Pennsylvania,,3/5/2021,6774
Pennsylvania,,3/6/2021,6950
Pennsylvania,,3/7/2021,6332
Pennsylvania,,3/8/2021,5582
Pennsylvania,,3/9/2021,7117
Pennsylvania,,3/10/2021,7693
Pennsylvania,,3/11/2021,7820
Pennsylvania,,3/12/2021,6577
Pennsylvania,,3/13/2021,8870
Pennsylvania,,3/14/2021,9731
Puerto Rico,PRI,1/13/2021,3091
Puerto Rico,PRI,1/14/2021,3181
Puerto Rico,PRI,1/15/2021,3087
Puerto Rico,PRI,1/16/2021,2812
Puerto Rico,PRI,1/17/2021,2647
Puerto Rico,PRI,1/18/2021,2538
Puerto Rico,PRI,1/19/2021,2459
Puerto Rico,PRI,1/20/2021,2335
Puerto Rico,PRI,1/21/2021,2367
Puerto Rico,PRI,1/22/2021,2567
Puerto Rico,PRI,1/23/2021,2807
Puerto Rico,PRI,1/24/2021,3012
Puerto Rico,PRI,1/25/2021,2882
Puerto Rico,PRI,1/26/2021,2646
Puerto Rico,PRI,1/27/2021,2824
Puerto Rico,PRI,1/28/2021,2880
Puerto Rico,PRI,1/29/2021,2808
Puerto Rico,PRI,1/30/2021,2810
Puerto Rico,PRI,1/31/2021,2917
Puerto Rico,PRI,2/1/2021,2944
Puerto Rico,PRI,2/2/2021,2897
Puerto Rico,PRI,2/3/2021,2993
Puerto Rico,PRI,2/4/2021,2959
Puerto Rico,PRI,2/5/2021,2850
Puerto Rico,PRI,2/6/2021,2847
Puerto Rico,PRI,2/7/2021,2250
Puerto Rico,PRI,2/8/2021,2069
Puerto Rico,PRI,2/9/2021,2711
Puerto Rico,PRI,2/10/2021,2581
Puerto Rico,PRI,2/11/2021,2623
Puerto Rico,PRI,2/12/2021,2189
Puerto Rico,PRI,2/13/2021,3182
Puerto Rico,PRI,2/14/2021,3714
Puerto Rico,PRI,2/15/2021,3814
Puerto Rico,PRI,2/16/2021,3271
Puerto Rico,PRI,2/17/2021,3031
Puerto Rico,PRI,2/18/2021,3180
Puerto Rico,PRI,2/19/2021,5001
Puerto Rico,PRI,2/20/2021,4146
Puerto Rico,PRI,2/21/2021,4194
Puerto Rico,PRI,2/22/2021,4102
Puerto Rico,PRI,2/23/2021,4172
Puerto Rico,PRI,2/24/2021,4606
Puerto Rico,PRI,2/25/2021,4562
Puerto Rico,PRI,2/26/2021,3919
Puerto Rico,PRI,2/27/2021,3335
Puerto Rico,PRI,2/28/2021,3272
Puerto Rico,PRI,3/1/2021,3490
Puerto Rico,PRI,3/2/2021,3322
Puerto Rico,PRI,3/3/2021,3261
Puerto Rico,PRI,3/4/2021,3810
Puerto Rico,PRI,3/5/2021,2673
Puerto Rico,PRI,3/6/2021,3287
Puerto Rico,PRI,3/7/2021,3524
Puerto Rico,PRI,3/8/2021,3519
Puerto Rico,PRI,3/9/2021,3608
Puerto Rico,PRI,3/10/2021,4769
Puerto Rico,PRI,3/11/2021,3594
Puerto Rico,PRI,3/12/2021,4561
Puerto Rico,PRI,3/13/2021,6142
Puerto Rico,PRI,3/14/2021,5389
Republic of Palau,,1/13/2021,17256
Republic of Palau,,1/14/2021,9773
Republic of Palau,,1/15/2021,13068
Republic of Palau,,1/16/2021,12565
Republic of Palau,,1/17/2021,12286
Republic of Palau,,1/18/2021,12118
Republic of Palau,,1/19/2021,11951
Republic of Palau,,1/20/2021,9996
Republic of Palau,,1/21/2021,13068
Republic of Palau,,1/22/2021,10275
Republic of Palau,,1/23/2021,10890
Republic of Palau,,1/24/2021,12174
Republic of Palau,,1/25/2021,10610
Republic of Palau,,1/26/2021,9047
Republic of Palau,,1/27/2021,8488
Republic of Palau,,1/28/2021,5305
Republic of Palau,,1/29/2021,5473
Republic of Palau,,1/30/2021,3406
Republic of Palau,,1/31/2021,503
Republic of Palau,,2/1/2021,503
Republic of Palau,,2/2/2021,1005
Republic of Palau,,2/3/2021,1452
Republic of Palau,,2/4/2021,1284
Republic of Palau,,2/5/2021,2178
Republic of Palau,,2/6/2021,2010
Republic of Palau,,2/7/2021,2848
Republic of Palau,,2/8/2021,2848
Republic of Palau,,2/9/2021,2345
Republic of Palau,,2/10/2021,2401
Republic of Palau,,2/11/2021,4803
Republic of Palau,,2/12/2021,4077
Republic of Palau,,2/13/2021,6813
Republic of Palau,,2/14/2021,6813
Republic of Palau,,2/15/2021,8209
Republic of Palau,,2/16/2021,9661
Republic of Palau,,2/17/2021,11839
Republic of Palau,,2/18/2021,11839
Republic of Palau,,2/19/2021,14799
Republic of Palau,,2/20/2021,14464
Republic of Palau,,2/21/2021,15916
Republic of Palau,,2/22/2021,14464
Republic of Palau,,2/23/2021,19099
Republic of Palau,,2/24/2021,16474
Republic of Palau,,2/25/2021,22338
Republic of Palau,,2/26/2021,19266
Republic of Palau,,2/27/2021,16921
Republic of Palau,,2/28/2021,14910
Republic of Palau,,3/1/2021,14910
Republic of Palau,,3/2/2021,8879
Republic of Palau,,3/3/2021,8879
Republic of Palau,,3/4/2021,614
Republic of Palau,,3/5/2021,335
Republic of Palau,,3/6/2021,335
Republic of Palau,,3/7/2021,0
Republic of Palau,,3/8/2021,0
Republic of Palau,,3/9/2021,0
Republic of Palau,,3/10/2021,3183
Republic of Palau,,3/11/2021,5696
Republic of Palau,,3/12/2021,8042
Republic of Palau,,3/13/2021,12062
Republic of Palau,,3/14/2021,12062
Rhode Island,,1/13/2021,2322
Rhode Island,,1/14/2021,2503
Rhode Island,,1/15/2021,2511
Rhode Island,,1/16/2021,2268
Rhode Island,,1/17/2021,2123
Rhode Island,,1/18/2021,2027
Rhode Island,,1/19/2021,1957
Rhode Island,,1/20/2021,1967
Rhode Island,,1/21/2021,1907
Rhode Island,,1/22/2021,1946
Rhode Island,,1/23/2021,1897
Rhode Island,,1/24/2021,2259
Rhode Island,,1/25/2021,2423
Rhode Island,,1/26/2021,2452
Rhode Island,,1/27/2021,2653
Rhode Island,,1/28/2021,2849
Rhode Island,,1/29/2021,2917
Rhode Island,,1/30/2021,3350
Rhode Island,,1/31/2021,3184
Rhode Island,,2/1/2021,3212
Rhode Island,,2/2/2021,3679
Rhode Island,,2/3/2021,3397
Rhode Island,,2/4/2021,3201
Rhode Island,,2/5/2021,3148
Rhode Island,,2/6/2021,3201
Rhode Island,,2/7/2021,3492
Rhode Island,,2/8/2021,3539
Rhode Island,,2/9/2021,3040
Rhode Island,,2/10/2021,3167
Rhode Island,,2/11/2021,3243
Rhode Island,,2/12/2021,3366
Rhode Island,,2/13/2021,3381
Rhode Island,,2/14/2021,3248
Rhode Island,,2/15/2021,3183
Rhode Island,,2/16/2021,3363
Rhode Island,,2/17/2021,3570
Rhode Island,,2/18/2021,4315
Rhode Island,,2/19/2021,6717
Rhode Island,,2/20/2021,7281
Rhode Island,,2/21/2021,7750
Rhode Island,,2/22/2021,8354
Rhode Island,,2/23/2021,8717
Rhode Island,,2/24/2021,9043
Rhode Island,,2/25/2021,9004
Rhode Island,,2/26/2021,7169
Rhode Island,,2/27/2021,7378
Rhode Island,,2/28/2021,7839
Rhode Island,,3/1/2021,8560
Rhode Island,,3/2/2021,8650
Rhode Island,,3/3/2021,8667
Rhode Island,,3/4/2021,8667
Rhode Island,,3/5/2021,8852
Rhode Island,,3/6/2021,8722
Rhode Island,,3/7/2021,8444
Rhode Island,,3/8/2021,7716
Rhode Island,,3/9/2021,7795
Rhode Island,,3/10/2021,7853
Rhode Island,,3/11/2021,8094
Rhode Island,,3/12/2021,7953
Rhode Island,,3/13/2021,7705
Rhode Island,,3/14/2021,7393
South Carolina,,1/13/2021,3654
South Carolina,,1/14/2021,3378
South Carolina,,1/15/2021,2639
South Carolina,,1/16/2021,2772
South Carolina,,1/17/2021,2852
South Carolina,,1/18/2021,2906
South Carolina,,1/19/2021,2944
South Carolina,,1/20/2021,2573
South Carolina,,1/21/2021,2602
South Carolina,,1/22/2021,2973
South Carolina,,1/23/2021,3079
South Carolina,,1/24/2021,3449
South Carolina,,1/25/2021,3788
South Carolina,,1/26/2021,3608
South Carolina,,1/27/2021,3729
South Carolina,,1/28/2021,4171
South Carolina,,1/29/2021,4333
South Carolina,,1/30/2021,4403
South Carolina,,1/31/2021,4460
South Carolina,,2/1/2021,4312
South Carolina,,2/2/2021,4259
South Carolina,,2/3/2021,4223
South Carolina,,2/4/2021,3815
South Carolina,,2/5/2021,3711
South Carolina,,2/6/2021,3746
South Carolina,,2/7/2021,3590
South Carolina,,2/8/2021,3411
South Carolina,,2/9/2021,3191
South Carolina,,2/10/2021,3575
South Carolina,,2/11/2021,3636
South Carolina,,2/12/2021,3620
South Carolina,,2/13/2021,3661
South Carolina,,2/14/2021,3753
South Carolina,,2/15/2021,3763
South Carolina,,2/16/2021,4239
South Carolina,,2/17/2021,4089
South Carolina,,2/18/2021,4151
South Carolina,,2/19/2021,5513
South Carolina,,2/20/2021,5686
South Carolina,,2/21/2021,5729
South Carolina,,2/22/2021,5862
South Carolina,,2/23/2021,5623
South Carolina,,2/24/2021,6056
South Carolina,,2/25/2021,6097
South Carolina,,2/26/2021,4918
South Carolina,,2/27/2021,4944
South Carolina,,2/28/2021,4880
South Carolina,,3/1/2021,5112
South Carolina,,3/2/2021,5047
South Carolina,,3/3/2021,4897
South Carolina,,3/4/2021,5685
South Carolina,,3/5/2021,5745
South Carolina,,3/6/2021,6287
South Carolina,,3/7/2021,7236
South Carolina,,3/8/2021,7317
South Carolina,,3/9/2021,7611
South Carolina,,3/10/2021,7570
South Carolina,,3/11/2021,7184
South Carolina,,3/12/2021,7242
South Carolina,,3/13/2021,8294
South Carolina,,3/14/2021,6553
South Dakota,,1/13/2021,2277
South Dakota,,1/14/2021,3157
South Dakota,,1/15/2021,3167
South Dakota,,1/16/2021,2659
South Dakota,,1/17/2021,2353
South Dakota,,1/18/2021,2150
South Dakota,,1/19/2021,2005
South Dakota,,1/20/2021,1907
South Dakota,,1/21/2021,1792
South Dakota,,1/22/2021,2186
South Dakota,,1/23/2021,3084
South Dakota,,1/24/2021,3445
South Dakota,,1/25/2021,3617
South Dakota,,1/26/2021,3505
South Dakota,,1/27/2021,3951
South Dakota,,1/28/2021,4263
South Dakota,,1/29/2021,4293
South Dakota,,1/30/2021,4142
South Dakota,,1/31/2021,4121
South Dakota,,2/1/2021,4065
South Dakota,,2/2/2021,4066
South Dakota,,2/3/2021,3873
South Dakota,,2/4/2021,3859
South Dakota,,2/5/2021,3934
South Dakota,,2/6/2021,3996
South Dakota,,2/7/2021,4115
South Dakota,,2/8/2021,4099
South Dakota,,2/9/2021,4074
South Dakota,,2/10/2021,4113
South Dakota,,2/11/2021,4207
South Dakota,,2/12/2021,4372
South Dakota,,2/13/2021,4430
South Dakota,,2/14/2021,4648
South Dakota,,2/15/2021,4600
South Dakota,,2/16/2021,4788
South Dakota,,2/17/2021,4752
South Dakota,,2/18/2021,4754
South Dakota,,2/19/2021,11228
South Dakota,,2/20/2021,11436
South Dakota,,2/21/2021,11707
South Dakota,,2/22/2021,12016
South Dakota,,2/23/2021,12006
South Dakota,,2/24/2021,12409
South Dakota,,2/25/2021,12764
South Dakota,,2/26/2021,6678
South Dakota,,2/27/2021,7015
South Dakota,,2/28/2021,7358
South Dakota,,3/1/2021,7446
South Dakota,,3/2/2021,7323
South Dakota,,3/3/2021,7258
South Dakota,,3/4/2021,7194
South Dakota,,3/5/2021,7239
South Dakota,,3/6/2021,7314
South Dakota,,3/7/2021,7214
South Dakota,,3/8/2021,7137
South Dakota,,3/9/2021,7136
South Dakota,,3/10/2021,7170
South Dakota,,3/11/2021,7234
South Dakota,,3/12/2021,7207
South Dakota,,3/13/2021,7442
South Dakota,,3/14/2021,8091
Tennessee,,1/13/2021,1970
Tennessee,,1/14/2021,985
Tennessee,,1/15/2021,2542
Tennessee,,1/16/2021,2350
Tennessee,,1/17/2021,2235
Tennessee,,1/18/2021,2158
Tennessee,,1/19/2021,2103
Tennessee,,1/20/2021,1963
Tennessee,,1/21/2021,2321
Tennessee,,1/22/2021,2055
Tennessee,,1/23/2021,2274
Tennessee,,1/24/2021,2604
Tennessee,,1/25/2021,2572
Tennessee,,1/26/2021,2429
Tennessee,,1/27/2021,2701
Tennessee,,1/28/2021,2811
Tennessee,,1/29/2021,3019
Tennessee,,1/30/2021,3138
Tennessee,,1/31/2021,3288
Tennessee,,2/1/2021,3457
Tennessee,,2/2/2021,3430
Tennessee,,2/3/2021,3560
Tennessee,,2/4/2021,3644
Tennessee,,2/5/2021,3610
Tennessee,,2/6/2021,3727
Tennessee,,2/7/2021,3803
Tennessee,,2/8/2021,3719
Tennessee,,2/9/2021,3769
Tennessee,,2/10/2021,3804
Tennessee,,2/11/2021,3810
Tennessee,,2/12/2021,3831
Tennessee,,2/13/2021,3650
Tennessee,,2/14/2021,3683
Tennessee,,2/15/2021,3646
Tennessee,,2/16/2021,3784
Tennessee,,2/17/2021,3343
Tennessee,,2/18/2021,3096
Tennessee,,2/19/2021,3806
Tennessee,,2/20/2021,3578
Tennessee,,2/21/2021,3139
Tennessee,,2/22/2021,3154
Tennessee,,2/23/2021,3072
Tennessee,,2/24/2021,3692
Tennessee,,2/25/2021,4096
Tennessee,,2/26/2021,3635
Tennessee,,2/27/2021,4261
Tennessee,,2/28/2021,5068
Tennessee,,3/1/2021,5519
Tennessee,,3/2/2021,5560
Tennessee,,3/3/2021,5847
Tennessee,,3/4/2021,5908
Tennessee,,3/5/2021,5922
Tennessee,,3/6/2021,5841
Tennessee,,3/7/2021,5757
Tennessee,,3/8/2021,5535
Tennessee,,3/9/2021,5481
Tennessee,,3/10/2021,5355
Tennessee,,3/11/2021,5540
Tennessee,,3/12/2021,5682
Tennessee,,3/13/2021,5964
Tennessee,,3/14/2021,5998
Texas,,1/13/2021,2296
Texas,,1/14/2021,2279
Texas,,1/15/2021,2860
Texas,,1/16/2021,2670
Texas,,1/17/2021,2557
Texas,,1/18/2021,2481
Texas,,1/19/2021,2427
Texas,,1/20/2021,2432
Texas,,1/21/2021,2468
Texas,,1/22/2021,2387
Texas,,1/23/2021,2496
Texas,,1/24/2021,2371
Texas,,1/25/2021,2271
Texas,,1/26/2021,2532
Texas,,1/27/2021,2476
Texas,,1/28/2021,2771
Texas,,1/29/2021,2833
Texas,,1/30/2021,3019
Texas,,1/31/2021,3181
Texas,,2/1/2021,3410
Texas,,2/2/2021,2849
Texas,,2/3/2021,3343
Texas,,2/4/2021,3441
Texas,,2/5/2021,3502
Texas,,2/6/2021,3780
Texas,,2/7/2021,4127
Texas,,2/8/2021,4069
Texas,,2/9/2021,4631
Texas,,2/10/2021,4512
Texas,,2/11/2021,4449
Texas,,2/12/2021,4645
Texas,,2/13/2021,4434
Texas,,2/14/2021,4371
Texas,,2/15/2021,4301
Texas,,2/16/2021,4041
Texas,,2/17/2021,3664
Texas,,2/18/2021,3081
Texas,,2/19/2021,3296
Texas,,2/20/2021,2989
Texas,,2/21/2021,2661
Texas,,2/22/2021,2543
Texas,,2/23/2021,2680
Texas,,2/24/2021,3014
Texas,,2/25/2021,3811
Texas,,2/26/2021,3599
Texas,,2/27/2021,3844
Texas,,2/28/2021,4398
Texas,,3/1/2021,4244
Texas,,3/2/2021,5697
Texas,,3/3/2021,6245
Texas,,3/4/2021,6266
Texas,,3/5/2021,6494
Texas,,3/6/2021,7067
Texas,,3/7/2021,6757
Texas,,3/8/2021,7385
Texas,,3/9/2021,6618
Texas,,3/10/2021,6593
Texas,,3/11/2021,6659
Texas,,3/12/2021,6968
Texas,,3/13/2021,7055
Texas,,3/14/2021,7310
United States,USA,12/21/2020,174
United States,USA,12/22/2020,384
United States,USA,12/23/2020,454
United States,USA,12/24/2020,575
United States,USA,12/25/2020,648
United States,USA,12/26/2020,697
United States,USA,12/27/2020,637
United States,USA,12/28/2020,651
United States,USA,12/29/2020,710
United States,USA,12/30/2020,769
United States,USA,12/31/2020,840
United States,USA,1/1/2021,911
United States,USA,1/2/2021,982
United States,USA,1/3/2021,1015
United States,USA,1/4/2021,1048
United States,USA,1/5/2021,1022
United States,USA,1/6/2021,1081
United States,USA,1/7/2021,1139
United States,USA,1/8/2021,1265
United States,USA,1/9/2021,1389
United States,USA,1/10/2021,1647
United States,USA,1/11/2021,1904
United States,USA,1/12/2021,1932
United States,USA,1/13/2021,2139
United States,USA,1/14/2021,2250
United States,USA,1/15/2021,2406
United States,USA,1/16/2021,2445
United States,USA,1/17/2021,2484
United States,USA,1/18/2021,2523
United States,USA,1/19/2021,2745
United States,USA,1/20/2021,2688
United States,USA,1/21/2021,2753
United States,USA,1/22/2021,2938
United States,USA,1/23/2021,3185
United States,USA,1/24/2021,3380
United States,USA,1/25/2021,3392
United States,USA,1/26/2021,3371
United States,USA,1/27/2021,3497
United States,USA,1/28/2021,3721
United States,USA,1/29/2021,3777
United States,USA,1/30/2021,3890
United States,USA,1/31/2021,3991
United States,USA,2/1/2021,4083
United States,USA,2/2/2021,3976
United States,USA,2/3/2021,3970
United States,USA,2/4/2021,3877
United States,USA,2/5/2021,3845
United States,USA,2/6/2021,4071
United States,USA,2/7/2021,4341
United States,USA,2/8/2021,4387
United States,USA,2/9/2021,4486
United States,USA,2/10/2021,4687
United States,USA,2/11/2021,4814
United States,USA,2/12/2021,4988
United States,USA,2/13/2021,4993
United States,USA,2/14/2021,5023
United States,USA,2/15/2021,5006
United States,USA,2/16/2021,5170
United States,USA,2/17/2021,4954
United States,USA,2/18/2021,4883
United States,USA,2/19/2021,4808
United States,USA,2/20/2021,4582
United States,USA,2/21/2021,4392
United States,USA,2/22/2021,4357
United States,USA,2/23/2021,4222
United States,USA,2/24/2021,4382
United States,USA,2/25/2021,4534
United States,USA,2/26/2021,4677
United States,USA,2/27/2021,4956
United States,USA,2/28/2021,5226
United States,USA,3/1/2021,5474
United States,USA,3/2/2021,5852
United States,USA,3/3/2021,6057
United States,USA,3/4/2021,6153
United States,USA,3/5/2021,6263
United States,USA,3/6/2021,6500
United States,USA,3/7/2021,6504
United States,USA,3/8/2021,6536
United States,USA,3/9/2021,6481
United States,USA,3/10/2021,6532
United States,USA,3/11/2021,6726
United States,USA,3/12/2021,6936
United States,USA,3/13/2021,7656
United States,USA,3/14/2021,7190
Utah,,1/13/2021,2748
Utah,,1/14/2021,3144
Utah,,1/15/2021,3430
Utah,,1/16/2021,3254
Utah,,1/17/2021,3149
Utah,,1/18/2021,3079
Utah,,1/19/2021,3029
Utah,,1/20/2021,3465
Utah,,1/21/2021,3306
Utah,,1/22/2021,3321
Utah,,1/23/2021,2931
Utah,,1/24/2021,2541
Utah,,1/25/2021,3322
Utah,,1/26/2021,2995
Utah,,1/27/2021,2585
Utah,,1/28/2021,2238
Utah,,1/29/2021,3048
Utah,,1/30/2021,3733
Utah,,1/31/2021,3733
Utah,,2/1/2021,4190
Utah,,2/2/2021,4198
Utah,,2/3/2021,3780
Utah,,2/4/2021,5065
Utah,,2/5/2021,4695
Utah,,2/6/2021,5070
Utah,,2/7/2021,5070
Utah,,2/8/2021,8181
Utah,,2/9/2021,8272
Utah,,2/10/2021,8272
Utah,,2/11/2021,6987
Utah,,2/12/2021,5961
Utah,,2/13/2021,4901
Utah,,2/14/2021,4901
Utah,,2/15/2021,660
Utah,,2/16/2021,997
Utah,,2/17/2021,997
Utah,,2/18/2021,1848
Utah,,2/19/2021,3314
Utah,,2/20/2021,4447
Utah,,2/21/2021,4470
Utah,,2/22/2021,3985
Utah,,2/23/2021,3494
Utah,,2/24/2021,4302
Utah,,2/25/2021,4914
Utah,,2/26/2021,3472
Utah,,2/27/2021,3467
Utah,,2/28/2021,3472
Utah,,3/1/2021,3459
Utah,,3/2/2021,4957
Utah,,3/3/2021,5202
Utah,,3/4/2021,3760
Utah,,3/5/2021,5979
Utah,,3/6/2021,6441
Utah,,3/7/2021,6446
Utah,,3/8/2021,6470
Utah,,3/9/2021,7028
Utah,,3/10/2021,7004
Utah,,3/11/2021,7012
Utah,,3/12/2021,6623
Utah,,3/13/2021,6474
Utah,,3/14/2021,7768
Vermont,,1/13/2021,6112
Vermont,,1/14/2021,3056
Vermont,,1/15/2021,3587
Vermont,,1/16/2021,3502
Vermont,,1/17/2021,3452
Vermont,,1/18/2021,3418
Vermont,,1/19/2021,3394
Vermont,,1/20/2021,2574
Vermont,,1/21/2021,3037
Vermont,,1/22/2021,3200
Vermont,,1/23/2021,3418
Vermont,,1/24/2021,3513
Vermont,,1/25/2021,3450
Vermont,,1/26/2021,3167
Vermont,,1/27/2021,3333
Vermont,,1/28/2021,3672
Vermont,,1/29/2021,3500
Vermont,,1/30/2021,3285
Vermont,,1/31/2021,3505
Vermont,,2/1/2021,4305
Vermont,,2/2/2021,4489
Vermont,,2/3/2021,4428
Vermont,,2/4/2021,4196
Vermont,,2/5/2021,4194
Vermont,,2/6/2021,4399
Vermont,,2/7/2021,4579
Vermont,,2/8/2021,4098
Vermont,,2/9/2021,4354
Vermont,,2/10/2021,4383
Vermont,,2/11/2021,4513
Vermont,,2/12/2021,4575
Vermont,,2/13/2021,4516
Vermont,,2/14/2021,4489
Vermont,,2/15/2021,4707
Vermont,,2/16/2021,5026
Vermont,,2/17/2021,5059
Vermont,,2/18/2021,4870
Vermont,,2/19/2021,6314
Vermont,,2/20/2021,6729
Vermont,,2/21/2021,6950
Vermont,,2/22/2021,6994
Vermont,,2/23/2021,6662
Vermont,,2/24/2021,6641
Vermont,,2/25/2021,6787
Vermont,,2/26/2021,5476
Vermont,,2/27/2021,5681
Vermont,,2/28/2021,5819
Vermont,,3/1/2021,6093
Vermont,,3/2/2021,6290
Vermont,,3/3/2021,6458
Vermont,,3/4/2021,6396
Vermont,,3/5/2021,6420
Vermont,,3/6/2021,6273
Vermont,,3/7/2021,6633
Vermont,,3/8/2021,7026
Vermont,,3/9/2021,7404
Vermont,,3/10/2021,7768
Vermont,,3/11/2021,8309
Vermont,,3/12/2021,8680
Vermont,,3/13/2021,10826
Vermont,,3/14/2021,9176
Virgin Islands,,1/13/2021,3009
Virgin Islands,,1/14/2021,2598
Virgin Islands,,1/15/2021,2388
Virgin Islands,,1/16/2021,2092
Virgin Islands,,1/17/2021,1920
Virgin Islands,,1/18/2021,1796
Virgin Islands,,1/19/2021,1710
Virgin Islands,,1/20/2021,1672
Virgin Islands,,1/21/2021,1806
Virgin Islands,,1/22/2021,1968
Virgin Islands,,1/23/2021,2178
Virgin Islands,,1/24/2021,2044
Virgin Islands,,1/25/2021,1901
Virgin Islands,,1/26/2021,2197
Virgin Islands,,1/27/2021,2398
Virgin Islands,,1/28/2021,2560
Virgin Islands,,1/29/2021,2981
Virgin Islands,,1/30/2021,3563
Virgin Islands,,1/31/2021,3592
Virgin Islands,,2/1/2021,3707
Virgin Islands,,2/2/2021,4041
Virgin Islands,,2/3/2021,4385
Virgin Islands,,2/4/2021,4901
Virgin Islands,,2/5/2021,4948
Virgin Islands,,2/6/2021,4776
Virgin Islands,,2/7/2021,4738
Virgin Islands,,2/8/2021,4662
Virgin Islands,,2/9/2021,4576
Virgin Islands,,2/10/2021,4547
Virgin Islands,,2/11/2021,4031
Virgin Islands,,2/12/2021,3831
Virgin Islands,,2/13/2021,3707
Virgin Islands,,2/14/2021,3840
Virgin Islands,,2/15/2021,3850
Virgin Islands,,2/16/2021,3210
Virgin Islands,,2/17/2021,3334
Virgin Islands,,2/18/2021,3382
