Entity,Code,Date,daily_vaccinations_per_million
Alabama,,1/13/2021,1205
Alabama,,1/14/2021,1445
Alabama,,1/15/2021,1525
Alabama,,1/16/2021,1529
Alabama,,1/17/2021,1531
Alabama,,1/18/2021,1533
Alabama,,1/19/2021,1534
Alabama,,1/20/2021,1607
Alabama,,1/21/2021,2145
Alabama,,1/22/2021,2877
Alabama,,1/23/2021,3304
Alabama,,1/24/2021,3731
Alabama,,1/25/2021,3711
Alabama,,1/26/2021,3618
Alabama,,1/27/2021,3707
Alabama,,1/28/2021,3294
Alabama,,1/29/2021,2960
Alabama,,1/30/2021,3522
Alabama,,1/31/2021,3212
Alabama,,2/1/2021,3137
Alabama,,2/2/2021,3407
Alabama,,2/3/2021,3552
Alabama,,2/4/2021,3771
Alabama,,2/5/2021,3778
Alabama,,2/6/2021,3285
Alabama,,2/7/2021,3157
Alabama,,2/8/2021,3186
Alabama,,2/9/2021,3470
Alabama,,2/10/2021,3714
Alabama,,2/11/2021,3928
Alabama,,2/12/2021,4094
Alabama,,2/13/2021,4253
Alabama,,2/14/2021,4368
Alabama,,2/15/2021,4569
Alabama,,2/16/2021,4245
Alabama,,2/17/2021,3911
Alabama,,2/18/2021,3753
Alabama,,2/19/2021,4895
Alabama,,2/20/2021,5121
Alabama,,2/21/2021,5138
Alabama,,2/22/2021,4928
Alabama,,2/23/2021,5198
Alabama,,2/24/2021,5527
Alabama,,2/25/2021,5615
Alabama,,2/26/2021,4508
Alabama,,2/27/2021,4491
Alabama,,2/28/2021,4484
Alabama,,3/1/2021,4510
Alabama,,3/2/2021,4576
Alabama,,3/3/2021,4671
Alabama,,3/4/2021,4878
Alabama,,3/5/2021,4974
Alabama,,3/6/2021,4913
Alabama,,3/7/2021,4884
Alabama,,3/8/2021,4903
Alabama,,3/9/2021,4919
Alabama,,3/10/2021,5063
Alabama,,3/11/2021,5175
Alabama,,3/12/2021,5379
Alabama,,3/13/2021,5493
Alabama,,3/14/2021,5492
Alaska,,1/13/2021,3885
Alaska,,1/14/2021,4619
Alaska,,1/15/2021,6015
Alaska,,1/16/2021,5989
Alaska,,1/17/2021,5972
Alaska,,1/18/2021,5963
Alaska,,1/19/2021,5955
Alaska,,1/20/2021,5782
Alaska,,1/21/2021,5724
Alaska,,1/22/2021,6261
Alaska,,1/23/2021,6831
Alaska,,1/24/2021,7142
Alaska,,1/25/2021,6839
Alaska,,1/26/2021,6213
Alaska,,1/27/2021,6504
Alaska,,1/28/2021,6630
Alaska,,1/29/2021,5722
Alaska,,1/30/2021,5257
Alaska,,1/31/2021,4947
Alaska,,2/1/2021,4880
Alaska,,2/2/2021,4939
Alaska,,2/3/2021,4720
Alaska,,2/4/2021,4702
Alaska,,2/5/2021,4609
Alaska,,2/6/2021,4663
Alaska,,2/7/2021,5174
Alaska,,2/8/2021,5647
Alaska,,2/9/2021,5747
Alaska,,2/10/2021,5955
Alaska,,2/11/2021,6315
Alaska,,2/12/2021,6529
Alaska,,2/13/2021,7029
Alaska,,2/14/2021,7372
Alaska,,2/15/2021,7125
Alaska,,2/16/2021,7447
Alaska,,2/17/2021,7296
Alaska,,2/18/2021,7201
Alaska,,2/19/2021,9528
Alaska,,2/20/2021,10206
Alaska,,2/21/2021,10020
Alaska,,2/22/2021,9932
Alaska,,2/23/2021,9552
Alaska,,2/24/2021,9771
Alaska,,2/25/2021,9844
Alaska,,2/26/2021,7442
Alaska,,2/27/2021,6276
Alaska,,2/28/2021,5781
Alaska,,3/1/2021,5883
Alaska,,3/2/2021,5862
Alaska,,3/3/2021,5800
Alaska,,3/4/2021,5338
Alaska,,3/5/2021,5298
Alaska,,3/6/2021,5680
Alaska,,3/7/2021,5918
Alaska,,3/8/2021,5807
Alaska,,3/9/2021,6395
Alaska,,3/10/2021,6721
Alaska,,3/11/2021,7123
Alaska,,3/12/2021,7237
Alaska,,3/13/2021,6961
Alaska,,3/14/2021,7481
American Samoa,ASM,1/13/2021,8134
American Samoa,ASM,1/14/2021,7614
American Samoa,ASM,1/15/2021,10523
American Samoa,ASM,1/16/2021,8871
American Samoa,ASM,1/17/2021,7883
American Samoa,ASM,1/18/2021,7219
American Samoa,ASM,1/19/2021,6752
American Samoa,ASM,1/20/2021,7021
American Samoa,ASM,1/21/2021,6913
American Samoa,ASM,1/22/2021,6895
American Samoa,ASM,1/23/2021,7003
American Samoa,ASM,1/24/2021,9553
American Samoa,ASM,1/25/2021,8996
American Samoa,ASM,1/26/2021,9122
American Samoa,ASM,1/27/2021,9679
American Samoa,ASM,1/28/2021,8781
American Samoa,ASM,1/29/2021,8601
American Samoa,ASM,1/30/2021,7937
American Samoa,ASM,1/31/2021,4812
American Samoa,ASM,2/1/2021,6967
American Samoa,ASM,2/2/2021,6267
American Samoa,ASM,2/3/2021,5082
American Samoa,ASM,2/4/2021,5567
American Samoa,ASM,2/5/2021,5405
American Samoa,ASM,2/6/2021,5980
American Samoa,ASM,2/7/2021,5980
American Samoa,ASM,2/8/2021,3843
American Samoa,ASM,2/9/2021,4920
American Samoa,ASM,2/10/2021,5782
American Samoa,ASM,2/11/2021,5782
American Samoa,ASM,2/12/2021,7703
American Samoa,ASM,2/13/2021,8009
American Samoa,ASM,2/14/2021,8009
American Samoa,ASM,2/15/2021,8943
American Samoa,ASM,2/16/2021,8799
American Samoa,ASM,2/17/2021,7578
American Samoa,ASM,2/18/2021,7075
American Samoa,ASM,2/19/2021,3178
American Samoa,ASM,2/20/2021,6051
American Samoa,ASM,2/21/2021,8709
American Samoa,ASM,2/22/2021,7883
American Samoa,ASM,2/23/2021,6949
American Samoa,ASM,2/24/2021,8907
American Samoa,ASM,2/25/2021,8907
American Samoa,ASM,2/26/2021,10433
American Samoa,ASM,2/27/2021,6662
American Samoa,ASM,2/28/2021,4004
American Samoa,ASM,3/1/2021,3897
American Samoa,ASM,3/2/2021,5800
American Samoa,ASM,3/3/2021,3430
American Samoa,ASM,3/4/2021,4830
American Samoa,ASM,3/5/2021,3304
American Samoa,ASM,3/6/2021,3304
American Samoa,ASM,3/7/2021,3304
American Samoa,ASM,3/8/2021,3304
American Samoa,ASM,3/9/2021,1401
American Samoa,ASM,3/10/2021,6716
American Samoa,ASM,3/11/2021,5315
American Samoa,ASM,3/12/2021,5315
American Samoa,ASM,3/13/2021,5315
American Samoa,ASM,3/14/2021,5315
Arizona,,1/13/2021,1840
Arizona,,1/14/2021,2219
Arizona,,1/15/2021,2552
Arizona,,1/16/2021,2508
Arizona,,1/17/2021,2482
Arizona,,1/18/2021,2464
Arizona,,1/19/2021,2452
Arizona,,1/20/2021,2495
Arizona,,1/21/2021,2556
Arizona,,1/22/2021,2596
Arizona,,1/23/2021,2877
Arizona,,1/24/2021,3120
Arizona,,1/25/2021,3232
Arizona,,1/26/2021,3231
Arizona,,1/27/2021,3462
Arizona,,1/28/2021,3597
Arizona,,1/29/2021,3763
Arizona,,1/30/2021,3855
Arizona,,1/31/2021,3994
Arizona,,2/1/2021,4062
Arizona,,2/2/2021,3940
Arizona,,2/3/2021,3882
Arizona,,2/4/2021,3905
Arizona,,2/5/2021,3893
Arizona,,2/6/2021,4110
Arizona,,2/7/2021,4222
Arizona,,2/8/2021,4326
Arizona,,2/9/2021,4556
Arizona,,2/10/2021,4744
Arizona,,2/11/2021,5014
Arizona,,2/12/2021,5316
Arizona,,2/13/2021,5382
Arizona,,2/14/2021,5494
Arizona,,2/15/2021,5512
Arizona,,2/16/2021,5707
Arizona,,2/17/2021,5243
Arizona,,2/18/2021,5126
Arizona,,2/19/2021,7578
Arizona,,2/20/2021,7542
Arizona,,2/21/2021,7468
Arizona,,2/22/2021,7551
Arizona,,2/23/2021,7286
Arizona,,2/24/2021,7675
Arizona,,2/25/2021,7944
Arizona,,2/26/2021,5788
Arizona,,2/27/2021,5946
Arizona,,2/28/2021,6335
Arizona,,3/1/2021,6726
Arizona,,3/2/2021,7143
Arizona,,3/3/2021,7361
Arizona,,3/4/2021,7309
Arizona,,3/5/2021,7210
Arizona,,3/6/2021,6192
Arizona,,3/7/2021,7265
Arizona,,3/8/2021,7183
Arizona,,3/9/2021,6989
Arizona,,3/10/2021,7116
Arizona,,3/11/2021,7271
Arizona,,3/12/2021,7451
Arizona,,3/13/2021,8653
Arizona,,3/14/2021,7753
Arkansas,,1/13/2021,17886
Arkansas,,1/14/2021,11173
Arkansas,,1/15/2021,8556
Arkansas,,1/16/2021,6914
Arkansas,,1/17/2021,5929
Arkansas,,1/18/2021,5272
Arkansas,,1/19/2021,4803
Arkansas,,1/20/2021,3714
Arkansas,,1/21/2021,3077
Arkansas,,1/22/2021,3945
Arkansas,,1/23/2021,3661
Arkansas,,1/24/2021,3972
Arkansas,,1/25/2021,4012
Arkansas,,1/26/2021,4448
Arkansas,,1/27/2021,3764
Arkansas,,1/28/2021,3764
Arkansas,,1/29/2021,3234
Arkansas,,1/30/2021,4117
Arkansas,,1/31/2021,4239
Arkansas,,2/1/2021,4267
Arkansas,,2/2/2021,3701
Arkansas,,2/3/2021,3296
Arkansas,,2/4/2021,4043
Arkansas,,2/5/2021,3843
Arkansas,,2/6/2021,4072
Arkansas,,2/7/2021,4244
Arkansas,,2/8/2021,4281
Arkansas,,2/9/2021,4244
Arkansas,,2/10/2021,4526
Arkansas,,2/11/2021,4382
Arkansas,,2/12/2021,4543
Arkansas,,2/13/2021,3915
Arkansas,,2/14/2021,3744
Arkansas,,2/15/2021,3613
Arkansas,,2/16/2021,3754
Arkansas,,2/17/2021,3261
Arkansas,,2/18/2021,2837
Arkansas,,2/19/2021,3320
Arkansas,,2/20/2021,3007
Arkansas,,2/21/2021,2648
Arkansas,,2/22/2021,2719
Arkansas,,2/23/2021,2687
Arkansas,,2/24/2021,3196
Arkansas,,2/25/2021,3873
Arkansas,,2/26/2021,3821
Arkansas,,2/27/2021,4817
Arkansas,,2/28/2021,5720
Arkansas,,3/1/2021,5972
Arkansas,,3/2/2021,6183
Arkansas,,3/3/2021,6294
Arkansas,,3/4/2021,6240
Arkansas,,3/5/2021,5954
Arkansas,,3/6/2021,5750
Arkansas,,3/7/2021,5489
Arkansas,,3/8/2021,5292
Arkansas,,3/9/2021,5299
Arkansas,,3/10/2021,5290
Arkansas,,3/11/2021,4531
Arkansas,,3/12/2021,5342
Arkansas,,3/13/2021,6556
Arkansas,,3/14/2021,5556
California,,1/13/2021,1903
California,,1/14/2021,2012
California,,1/15/2021,2165
California,,1/16/2021,2237
California,,1/17/2021,2280
California,,1/18/2021,2308
California,,1/19/2021,2329
California,,1/20/2021,2317
California,,1/21/2021,2381
California,,1/22/2021,2642
California,,1/23/2021,3031
California,,1/24/2021,3374
California,,1/25/2021,3496
California,,1/26/2021,3565
California,,1/27/2021,3787
California,,1/28/2021,4024
California,,1/29/2021,4002
California,,1/30/2021,3932
California,,1/31/2021,3924
California,,2/1/2021,4059
California,,2/2/2021,3967
California,,2/3/2021,3947
California,,2/4/2021,3532
California,,2/5/2021,3652
California,,2/6/2021,3767
California,,2/7/2021,4338
California,,2/8/2021,4446
California,,2/9/2021,4486
California,,2/10/2021,4649
California,,2/11/2021,5102
California,,2/12/2021,5136
California,,2/13/2021,5152
California,,2/14/2021,4828
California,,2/15/2021,4819
California,,2/16/2021,5158
California,,2/17/2021,4938
California,,2/18/2021,4922
California,,2/19/2021,5870
California,,2/20/2021,5926
California,,2/21/2021,5904
California,,2/22/2021,5745
California,,2/23/2021,5485
California,,2/24/2021,5615
California,,2/25/2021,5669
California,,2/26/2021,4868
California,,2/27/2021,4934
California,,2/28/2021,4944
California,,3/1/2021,5428
California,,3/2/2021,6396
California,,3/3/2021,6707
California,,3/4/2021,6494
California,,3/5/2021,6365
California,,3/6/2021,6683
California,,3/7/2021,6557
California,,3/8/2021,6144
California,,3/9/2021,5165
California,,3/10/2021,4813
California,,3/11/2021,4918
California,,3/12/2021,4905
California,,3/13/2021,5303
California,,3/14/2021,4514
Colorado,,1/13/2021,2646
Colorado,,1/14/2021,2629
Colorado,,1/15/2021,2767
Colorado,,1/16/2021,2705
Colorado,,1/17/2021,2668
Colorado,,1/18/2021,2644
Colorado,,1/19/2021,2626
Colorado,,1/20/2021,2500
Colorado,,1/21/2021,2443
Colorado,,1/22/2021,2606
Colorado,,1/23/2021,2246
Colorado,,1/24/2021,3305
Colorado,,1/25/2021,3277
Colorado,,1/26/2021,3162
Colorado,,1/27/2021,3326
Colorado,,1/28/2021,3535
Colorado,,1/29/2021,3587
Colorado,,1/30/2021,4169
Colorado,,1/31/2021,3342
Colorado,,2/1/2021,3520
Colorado,,2/2/2021,3562
Colorado,,2/3/2021,3537
Colorado,,2/4/2021,3553
Colorado,,2/5/2021,3469
Colorado,,2/6/2021,3709
Colorado,,2/7/2021,3986
Colorado,,2/8/2021,4023
Colorado,,2/9/2021,3875
Colorado,,2/10/2021,4215
Colorado,,2/11/2021,4371
Colorado,,2/12/2021,4538
Colorado,,2/13/2021,4731
Colorado,,2/14/2021,4885
Colorado,,2/15/2021,5253
Colorado,,2/16/2021,6029
Colorado,,2/17/2021,5882
Colorado,,2/18/2021,5902
Colorado,,2/19/2021,7140
Colorado,,2/20/2021,7003
Colorado,,2/21/2021,6831
Colorado,,2/22/2021,6648
Colorado,,2/23/2021,5777
Colorado,,2/24/2021,6056
Colorado,,2/25/2021,5983
Colorado,,2/26/2021,4732
Colorado,,2/27/2021,3890
Colorado,,2/28/2021,4203
Colorado,,3/1/2021,4495
Colorado,,3/2/2021,4847
Colorado,,3/3/2021,4806
Colorado,,3/4/2021,4978
Colorado,,3/5/2021,5102
Colorado,,3/6/2021,6337
Colorado,,3/7/2021,6324
Colorado,,3/8/2021,5322
Colorado,,3/9/2021,5504
Colorado,,3/10/2021,5766
Colorado,,3/11/2021,6677
Colorado,,3/12/2021,7149
Colorado,,3/13/2021,7402
Colorado,,3/14/2021,6255
Connecticut,,1/13/2021,2939
Connecticut,,1/14/2021,2875
Connecticut,,1/15/2021,3223
Connecticut,,1/16/2021,3182
Connecticut,,1/17/2021,3158
Connecticut,,1/18/2021,3142
Connecticut,,1/19/2021,3130
Connecticut,,1/20/2021,3256
Connecticut,,1/21/2021,3719
Connecticut,,1/22/2021,4070
Connecticut,,1/23/2021,4408
Connecticut,,1/24/2021,4570
Connecticut,,1/25/2021,4514
Connecticut,,1/26/2021,4533
Connecticut,,1/27/2021,4722
Connecticut,,1/28/2021,4666
Connecticut,,1/29/2021,4645
Connecticut,,1/30/2021,4584
Connecticut,,1/31/2021,4612
Connecticut,,2/1/2021,4728
Connecticut,,2/2/2021,4546
Connecticut,,2/3/2021,4168
Connecticut,,2/4/2021,4034
Connecticut,,2/5/2021,3966
Connecticut,,2/6/2021,3935
Connecticut,,2/7/2021,3891
Connecticut,,2/8/2021,3733
Connecticut,,2/9/2021,3936
Connecticut,,2/10/2021,4397
Connecticut,,2/11/2021,4745
Connecticut,,2/12/2021,4982
Connecticut,,2/13/2021,5424
Connecticut,,2/14/2021,5640
Connecticut,,2/15/2021,6031
Connecticut,,2/16/2021,6284
Connecticut,,2/17/2021,6549
Connecticut,,2/18/2021,6689
Connecticut,,2/19/2021,7851
Connecticut,,2/20/2021,7735
Connecticut,,2/21/2021,7446
Connecticut,,2/22/2021,7607
Connecticut,,2/23/2021,7282
Connecticut,,2/24/2021,6966
Connecticut,,2/25/2021,6361
Connecticut,,2/26/2021,5271
Connecticut,,2/27/2021,5305
Connecticut,,2/28/2021,5767
Connecticut,,3/1/2021,5951
Connecticut,,3/2/2021,5901
Connecticut,,3/3/2021,5984
Connecticut,,3/4/2021,6466
Connecticut,,3/5/2021,6706
Connecticut,,3/6/2021,7088
Connecticut,,3/7/2021,7659
Connecticut,,3/8/2021,7916
Connecticut,,3/9/2021,8236
Connecticut,,3/10/2021,8463
Connecticut,,3/11/2021,8694
Connecticut,,3/12/2021,8969
Connecticut,,3/13/2021,10194
Connecticut,,3/14/2021,8651
Delaware,,1/13/2021,2057
Delaware,,1/14/2021,2403
Delaware,,1/15/2021,1602
Delaware,,1/16/2021,1938
Delaware,,1/17/2021,2139
Delaware,,1/18/2021,2273
Delaware,,1/19/2021,2369
Delaware,,1/20/2021,2527
Delaware,,1/21/2021,2681
Delaware,,1/22/2021,3399
Delaware,,1/23/2021,3824
Delaware,,1/24/2021,4014
Delaware,,1/25/2021,3994
Delaware,,1/26/2021,3807
Delaware,,1/27/2021,4666
Delaware,,1/28/2021,4830
Delaware,,1/29/2021,4847
Delaware,,1/30/2021,4766
Delaware,,1/31/2021,5248
Delaware,,2/1/2021,5250
Delaware,,2/2/2021,5174
Delaware,,2/3/2021,4415
Delaware,,2/4/2021,4181
Delaware,,2/5/2021,3951
Delaware,,2/6/2021,3809
Delaware,,2/7/2021,3443
Delaware,,2/8/2021,3514
Delaware,,2/9/2021,3484
Delaware,,2/10/2021,3312
Delaware,,2/11/2021,3314
Delaware,,2/12/2021,3281
Delaware,,2/13/2021,3466
Delaware,,2/14/2021,3376
Delaware,,2/15/2021,3340
Delaware,,2/16/2021,3648
Delaware,,2/17/2021,3667
Delaware,,2/18/2021,3884
Delaware,,2/19/2021,5680
Delaware,,2/20/2021,5648
Delaware,,2/21/2021,5062
Delaware,,2/22/2021,5060
Delaware,,2/23/2021,5022
Delaware,,2/24/2021,5095
Delaware,,2/25/2021,5235
Delaware,,2/26/2021,4172
Delaware,,2/27/2021,4715
Delaware,,2/28/2021,5630
Delaware,,3/1/2021,6085
Delaware,,3/2/2021,5692
Delaware,,3/3/2021,7017
Delaware,,3/4/2021,7432
Delaware,,3/5/2021,7524
Delaware,,3/6/2021,7609
Delaware,,3/7/2021,8238
Delaware,,3/8/2021,8113
Delaware,,3/9/2021,8756
Delaware,,3/10/2021,6982
Delaware,,3/11/2021,7849
Delaware,,3/12/2021,7768
Delaware,,3/13/2021,7803
Delaware,,3/14/2021,6209
District of Columbia,,1/13/2021,4587
District of Columbia,,1/14/2021,4866
District of Columbia,,1/15/2021,4781
District of Columbia,,1/16/2021,4476
District of Columbia,,1/17/2021,4293
District of Columbia,,1/18/2021,4171
District of Columbia,,1/19/2021,4084
District of Columbia,,1/20/2021,3782
District of Columbia,,1/21/2021,3731
District of Columbia,,1/22/2021,3428
District of Columbia,,1/23/2021,3511
District of Columbia,,1/24/2021,3528
District of Columbia,,1/25/2021,3384
District of Columbia,,1/26/2021,2988
District of Columbia,,1/27/2021,3310
District of Columbia,,1/28/2021,3184
District of Columbia,,1/29/2021,3333
District of Columbia,,1/30/2021,3416
District of Columbia,,1/31/2021,3671
District of Columbia,,2/1/2021,3710
District of Columbia,,2/2/2021,3806
District of Columbia,,2/3/2021,3437
District of Columbia,,2/4/2021,4707
District of Columbia,,2/5/2021,5169
District of Columbia,,2/6/2021,5134
District of Columbia,,2/7/2021,5119
District of Columbia,,2/8/2021,5254
District of Columbia,,2/9/2021,5044
District of Columbia,,2/10/2021,4738
District of Columbia,,2/11/2021,3568
District of Columbia,,2/12/2021,3086
District of Columbia,,2/13/2021,2881
District of Columbia,,2/14/2021,3136
District of Columbia,,2/15/2021,3123
District of Columbia,,2/16/2021,3649
District of Columbia,,2/17/2021,4045
District of Columbia,,2/18/2021,3789
District of Columbia,,2/19/2021,8704
District of Columbia,,2/20/2021,8781
District of Columbia,,2/21/2021,8373
District of Columbia,,2/22/2021,8157
District of Columbia,,2/23/2021,8142
District of Columbia,,2/24/2021,8478
District of Columbia,,2/25/2021,8622
District of Columbia,,2/26/2021,3833
District of Columbia,,2/27/2021,5083
District of Columbia,,2/28/2021,6492
District of Columbia,,3/1/2021,6849
District of Columbia,,3/2/2021,6576
District of Columbia,,3/3/2021,6426
District of Columbia,,3/4/2021,6961
District of Columbia,,3/5/2021,7225
District of Columbia,,3/6/2021,7265
District of Columbia,,3/7/2021,6301
District of Columbia,,3/8/2021,6490
District of Columbia,,3/9/2021,6772
District of Columbia,,3/10/2021,7307
District of Columbia,,3/11/2021,7416
District of Columbia,,3/12/2021,7763
District of Columbia,,3/13/2021,7266
District of Columbia,,3/14/2021,7819
Federated States of Micronesia,,1/13/2021,1360
Federated States of Micronesia,,1/14/2021,868
Federated States of Micronesia,,1/15/2021,868
Federated States of Micronesia,,1/16/2021,1100
Federated States of Micronesia,,1/17/2021,1235
Federated States of Micronesia,,1/18/2021,1331
Federated States of Micronesia,,1/19/2021,1399
Federated States of Micronesia,,1/20/2021,1640
Federated States of Micronesia,,1/21/2021,2045
Federated States of Micronesia,,1/22/2021,2509
Federated States of Micronesia,,1/23/2021,2586
Federated States of Micronesia,,1/24/2021,2325
Federated States of Micronesia,,1/25/2021,2074
Federated States of Micronesia,,1/26/2021,2123
Federated States of Micronesia,,1/27/2021,2045
Federated States of Micronesia,,1/28/2021,1949
Federated States of Micronesia,,1/29/2021,1997
Federated States of Micronesia,,1/30/2021,1669
Federated States of Micronesia,,1/31/2021,1669
Federated States of Micronesia,,2/1/2021,3242
Federated States of Micronesia,,2/2/2021,3792
Federated States of Micronesia,,2/3/2021,4149
Federated States of Micronesia,,2/4/2021,4409
Federated States of Micronesia,,2/5/2021,4187
Federated States of Micronesia,,2/6/2021,4641
Federated States of Micronesia,,2/7/2021,4757
Federated States of Micronesia,,2/8/2021,3223
Federated States of Micronesia,,2/9/2021,2759
Federated States of Micronesia,,2/10/2021,2431
Federated States of Micronesia,,2/11/2021,2296
Federated States of Micronesia,,2/12/2021,2402
Federated States of Micronesia,,2/13/2021,2615
Federated States of Micronesia,,2/14/2021,2759
Federated States of Micronesia,,2/15/2021,3097
Federated States of Micronesia,,2/16/2021,3107
Federated States of Micronesia,,2/17/2021,3560
Federated States of Micronesia,,2/18/2021,3792
Federated States of Micronesia,,2/19/2021,3917
Federated States of Micronesia,,2/20/2021,3252
Federated States of Micronesia,,2/21/2021,3830
Federated States of Micronesia,,2/22/2021,3445
Federated States of Micronesia,,2/23/2021,3059
Federated States of Micronesia,,2/24/2021,3300
Federated States of Micronesia,,2/25/2021,3030
Federated States of Micronesia,,2/26/2021,3068
Federated States of Micronesia,,2/27/2021,3763
Federated States of Micronesia,,2/28/2021,3473
Federated States of Micronesia,,3/1/2021,3898
Federated States of Micronesia,,3/2/2021,4834
Federated States of Micronesia,,3/3/2021,4400
Federated States of Micronesia,,3/4/2021,4487
Federated States of Micronesia,,3/5/2021,4516
Federated States of Micronesia,,3/6/2021,4554
Federated States of Micronesia,,3/7/2021,4178
Federated States of Micronesia,,3/8/2021,3753
Federated States of Micronesia,,3/9/2021,3348
Federated States of Micronesia,,3/10/2021,3078
Federated States of Micronesia,,3/11/2021,2914
Federated States of Micronesia,,3/12/2021,2740
Federated States of Micronesia,,3/13/2021,2692
Federated States of Micronesia,,3/14/2021,2827
Florida,,1/13/2021,3350
Florida,,1/14/2021,3283
Florida,,1/15/2021,3409
Florida,,1/16/2021,3492
Florida,,1/17/2021,3543
Florida,,1/18/2021,3576
Florida,,1/19/2021,3600
Florida,,1/20/2021,3556
Florida,,1/21/2021,3096
Florida,,1/22/2021,3068
Florida,,1/23/2021,3695
Florida,,1/24/2021,3531
Florida,,1/25/2021,2997
Florida,,1/26/2021,2666
Florida,,1/27/2021,2611
Florida,,1/28/2021,3108
Florida,,1/29/2021,3205
Florida,,1/30/2021,2669
Florida,,1/31/2021,2759
Florida,,2/1/2021,3064
Florida,,2/2/2021,3144
Florida,,2/3/2021,3330
Florida,,2/4/2021,3435
Florida,,2/5/2021,3090
Florida,,2/6/2021,3297
Florida,,2/7/2021,4309
Florida,,2/8/2021,4005
Florida,,2/9/2021,4544
Florida,,2/10/2021,4672
Florida,,2/11/2021,4882
Florida,,2/12/2021,6354
Florida,,2/13/2021,6423
Florida,,2/14/2021,5722
Florida,,2/15/2021,6159
Florida,,2/16/2021,5771
Florida,,2/17/2021,5767
Florida,,2/18/2021,5730
Florida,,2/19/2021,6534
Florida,,2/20/2021,5683
Florida,,2/21/2021,6114
Florida,,2/22/2021,5702
Florida,,2/23/2021,5368
Florida,,2/24/2021,5322
Florida,,2/25/2021,5228
Florida,,2/26/2021,3366
Florida,,2/27/2021,4100
Florida,,2/28/2021,4372
Florida,,3/1/2021,4372
Florida,,3/2/2021,4469
Florida,,3/3/2021,4421
Florida,,3/4/2021,4716
Florida,,3/5/2021,4949
Florida,,3/6/2021,5760
Florida,,3/7/2021,5694
Florida,,3/8/2021,5699
Florida,,3/9/2021,5877
Florida,,3/10/2021,6005
Florida,,3/11/2021,6770
Florida,,3/12/2021,7747
Florida,,3/13/2021,8776
Florida,,3/14/2021,8034
Georgia,GEO,1/13/2021,2655
Georgia,GEO,1/14/2021,2860
Georgia,GEO,1/15/2021,1907
Georgia,GEO,1/16/2021,1907
Georgia,GEO,1/17/2021,1907
Georgia,GEO,1/18/2021,1907
Georgia,GEO,1/19/2021,1907
Georgia,GEO,1/20/2021,2668
Georgia,GEO,1/21/2021,2995
Georgia,GEO,1/22/2021,5008
Georgia,GEO,1/23/2021,4743
Georgia,GEO,1/24/2021,4470
Georgia,GEO,1/25/2021,4198
Georgia,GEO,1/26/2021,4793
Georgia,GEO,1/27/2021,4249
Georgia,GEO,1/28/2021,4176
Georgia,GEO,1/29/2021,2783
Georgia,GEO,1/30/2021,3400
Georgia,GEO,1/31/2021,4065
Georgia,GEO,2/1/2021,4392
Georgia,GEO,2/2/2021,3653
Georgia,GEO,2/3/2021,3528
Georgia,GEO,2/4/2021,3281
Georgia,GEO,2/5/2021,3247
Georgia,GEO,2/6/2021,3258
Georgia,GEO,2/7/2021,3227
Georgia,GEO,2/8/2021,3192
Georgia,GEO,2/9/2021,3228
Georgia,GEO,2/10/2021,3348
Georgia,GEO,2/11/2021,3565
Georgia,GEO,2/12/2021,2979
Georgia,GEO,2/13/2021,3094
Georgia,GEO,2/14/2021,3925
Georgia,GEO,2/15/2021,3873
Georgia,GEO,2/16/2021,3949
Georgia,GEO,2/17/2021,3358
Georgia,GEO,2/18/2021,3985
Georgia,GEO,2/19/2021,6025
Georgia,GEO,2/20/2021,6162
Georgia,GEO,2/21/2021,5559
Georgia,GEO,2/22/2021,5626
Georgia,GEO,2/23/2021,5476
Georgia,GEO,2/24/2021,5999
Georgia,GEO,2/25/2021,5283
Georgia,GEO,2/26/2021,3942
Georgia,GEO,2/27/2021,3812
Georgia,GEO,2/28/2021,2982
Georgia,GEO,3/1/2021,2677
Georgia,GEO,3/2/2021,2753
Georgia,GEO,3/3/2021,2883
Georgia,GEO,3/4/2021,3033
Georgia,GEO,3/5/2021,3219
Georgia,GEO,3/6/2021,3202
Georgia,GEO,3/7/2021,3957
Georgia,GEO,3/8/2021,4297
Georgia,GEO,3/9/2021,4321
Georgia,GEO,3/10/2021,3707
Georgia,GEO,3/11/2021,3991
Georgia,GEO,3/12/2021,4648
Georgia,GEO,3/13/2021,5023
Georgia,GEO,3/14/2021,5217
Guam,GUM,1/13/2021,0
Guam,GUM,1/14/2021,0
Guam,GUM,1/15/2021,0
Guam,GUM,1/16/2021,0
Guam,GUM,1/17/2021,0
Guam,GUM,1/18/2021,0
Guam,GUM,1/19/2021,0
Guam,GUM,1/20/2021,0
Guam,GUM,1/21/2021,0
Guam,GUM,1/22/2021,0
Guam,GUM,1/23/2021,0
Guam,GUM,1/24/2021,0
Guam,GUM,1/25/2021,0
Guam,GUM,1/26/2021,11649
Guam,GUM,1/27/2021,12469
Guam,GUM,1/28/2021,13555
Guam,GUM,1/29/2021,15051
Guam,GUM,1/30/2021,16083
Guam,GUM,1/31/2021,16083
Guam,GUM,2/1/2021,16939
Guam,GUM,2/2/2021,6467
Guam,GUM,2/3/2021,6726
Guam,GUM,2/4/2021,5640
Guam,GUM,2/5/2021,5272
Guam,GUM,2/6/2021,5604
Guam,GUM,2/7/2021,6135
Guam,GUM,2/8/2021,5405
Guam,GUM,2/9/2021,5266
