Entity,Code,Date,people_fully_vaccinated
Nevada,,3/10/2021,304199
Nevada,,3/11/2021,316682
Nevada,,3/12/2021,328394
Nevada,,3/13/2021,339960
Nevada,,3/14/2021,352638
New Hampshire,,1/12/2021,5
New Hampshire,,1/13/2021,9
New Hampshire,,1/15/2021,5700
New Hampshire,,1/19/2021,7120
New Hampshire,,1/20/2021,8013
New Hampshire,,1/21/2021,10319
New Hampshire,,1/22/2021,12575
New Hampshire,,1/23/2021,13166
New Hampshire,,1/24/2021,13355
New Hampshire,,1/25/2021,13907
New Hampshire,,1/26/2021,15542
New Hampshire,,1/27/2021,18224
New Hampshire,,1/28/2021,21781
New Hampshire,,1/29/2021,25055
New Hampshire,,1/30/2021,27544
New Hampshire,,1/31/2021,29736
New Hampshire,,2/1/2021,30421
New Hampshire,,2/2/2021,32381
New Hampshire,,2/3/2021,34130
New Hampshire,,2/4/2021,36868
New Hampshire,,2/5/2021,40489
New Hampshire,,2/6/2021,43888
New Hampshire,,2/7/2021,45567
New Hampshire,,2/8/2021,46071
New Hampshire,,2/9/2021,47409
New Hampshire,,2/10/2021,50602
New Hampshire,,2/11/2021,53145
New Hampshire,,2/12/2021,55696
New Hampshire,,2/13/2021,59402
New Hampshire,,2/14/2021,61658
New Hampshire,,2/16/2021,65235
New Hampshire,,2/17/2021,66108
New Hampshire,,2/18/2021,69617
New Hampshire,,2/19/2021,74721
New Hampshire,,2/20/2021,78361
New Hampshire,,2/21/2021,81490
New Hampshire,,2/22/2021,82957
New Hampshire,,2/23/2021,84000
New Hampshire,,2/24/2021,86410
New Hampshire,,2/25/2021,89032
New Hampshire,,2/26/2021,91988
New Hampshire,,2/27/2021,94510
New Hampshire,,2/28/2021,96465
New Hampshire,,3/1/2021,96729
New Hampshire,,3/2/2021,97565
New Hampshire,,3/3/2021,99785
New Hampshire,,3/4/2021,102788
New Hampshire,,3/5/2021,105441
New Hampshire,,3/6/2021,110025
New Hampshire,,3/7/2021,112579
New Hampshire,,3/8/2021,120116
New Hampshire,,3/9/2021,123431
New Hampshire,,3/10/2021,128318
New Hampshire,,3/11/2021,134741
New Hampshire,,3/12/2021,140893
New Hampshire,,3/13/2021,150592
New Hampshire,,3/14/2021,155650
New Jersey,,1/12/2021,14306
New Jersey,,1/13/2021,26926
New Jersey,,1/15/2021,36741
New Jersey,,1/19/2021,43879
New Jersey,,1/20/2021,49420
New Jersey,,1/21/2021,49420
New Jersey,,1/22/2021,56213
New Jersey,,1/23/2021,61506
New Jersey,,1/24/2021,65164
New Jersey,,1/25/2021,69374
New Jersey,,1/26/2021,72212
New Jersey,,1/27/2021,79648
New Jersey,,1/28/2021,88198
New Jersey,,1/29/2021,108740
New Jersey,,1/30/2021,117791
New Jersey,,1/31/2021,123147
New Jersey,,2/1/2021,127552
New Jersey,,2/2/2021,137096
New Jersey,,2/3/2021,145570
New Jersey,,2/4/2021,145570
New Jersey,,2/5/2021,157642
New Jersey,,2/6/2021,199040
New Jersey,,2/7/2021,210601
New Jersey,,2/8/2021,221465
New Jersey,,2/9/2021,240470
New Jersey,,2/10/2021,259944
New Jersey,,2/11/2021,280021
New Jersey,,2/12/2021,305518
New Jersey,,2/13/2021,332888
New Jersey,,2/14/2021,350955
New Jersey,,2/16/2021,383659
New Jersey,,2/17/2021,407180
New Jersey,,2/18/2021,433066
New Jersey,,2/19/2021,458928
New Jersey,,2/20/2021,484965
New Jersey,,2/21/2021,510377
New Jersey,,2/22/2021,521674
New Jersey,,2/23/2021,546919
New Jersey,,2/24/2021,569056
New Jersey,,2/25/2021,600777
New Jersey,,2/26/2021,639428
New Jersey,,2/27/2021,668746
New Jersey,,2/28/2021,689303
New Jersey,,3/1/2021,696473
New Jersey,,3/2/2021,725092
New Jersey,,3/3/2021,745182
New Jersey,,3/4/2021,766848
New Jersey,,3/5/2021,794448
New Jersey,,3/6/2021,821146
New Jersey,,3/7/2021,841457
New Jersey,,3/8/2021,898336
New Jersey,,3/9/2021,923455
New Jersey,,3/10/2021,953326
New Jersey,,3/11/2021,998133
New Jersey,,3/12/2021,1027702
New Jersey,,3/13/2021,1063758
New Jersey,,3/14/2021,1084991
New Mexico,,1/12/2021,11335
New Mexico,,1/13/2021,12426
New Mexico,,1/15/2021,18711
New Mexico,,1/19/2021,23236
New Mexico,,1/20/2021,24706
New Mexico,,1/21/2021,27014
New Mexico,,1/22/2021,29278
New Mexico,,1/23/2021,33133
New Mexico,,1/24/2021,34878
New Mexico,,1/25/2021,35507
New Mexico,,1/26/2021,35823
New Mexico,,1/27/2021,38292
New Mexico,,1/28/2021,41669
New Mexico,,1/29/2021,46878
New Mexico,,1/30/2021,50153
New Mexico,,1/31/2021,56314
New Mexico,,2/1/2021,60099
New Mexico,,2/2/2021,60740
New Mexico,,2/3/2021,62821
New Mexico,,2/4/2021,67246
New Mexico,,2/5/2021,71951
New Mexico,,2/6/2021,78774
New Mexico,,2/7/2021,83100
New Mexico,,2/8/2021,87916
New Mexico,,2/9/2021,88738
New Mexico,,2/10/2021,92720
New Mexico,,2/11/2021,101665
New Mexico,,2/12/2021,111954
New Mexico,,2/13/2021,118379
New Mexico,,2/14/2021,128316
New Mexico,,2/16/2021,137520
New Mexico,,2/17/2021,139262
New Mexico,,2/18/2021,144049
New Mexico,,2/19/2021,177122
New Mexico,,2/20/2021,186104
New Mexico,,2/21/2021,194771
New Mexico,,2/22/2021,198486
New Mexico,,2/23/2021,201402
New Mexico,,2/24/2021,204402
New Mexico,,2/25/2021,212211
New Mexico,,2/26/2021,222306
New Mexico,,2/27/2021,231157
New Mexico,,2/28/2021,241550
New Mexico,,3/1/2021,244734
New Mexico,,3/2/2021,249716
New Mexico,,3/3/2021,255621
New Mexico,,3/4/2021,259543
New Mexico,,3/5/2021,267819
New Mexico,,3/6/2021,284532
New Mexico,,3/7/2021,289944
New Mexico,,3/8/2021,303277
New Mexico,,3/9/2021,304689
New Mexico,,3/10/2021,305392
New Mexico,,3/11/2021,316298
New Mexico,,3/12/2021,326268
New Mexico,,3/13/2021,334582
New Mexico,,3/14/2021,348248
New York State,,1/12/2021,36422
New York State,,1/13/2021,44512
New York State,,1/15/2021,73523
New York State,,1/19/2021,102187
New York State,,1/20/2021,106821
New York State,,1/21/2021,120801
New York State,,1/22/2021,142005
New York State,,1/23/2021,162685
New York State,,1/24/2021,176659
New York State,,1/25/2021,183915
New York State,,1/26/2021,189791
New York State,,1/27/2021,212802
New York State,,1/28/2021,238722
New York State,,1/29/2021,271874
New York State,,1/30/2021,303102
New York State,,1/31/2021,329795
New York State,,2/1/2021,344325
New York State,,2/2/2021,353127
New York State,,2/3/2021,368054
New York State,,2/4/2021,388798
New York State,,2/5/2021,426368
New York State,,2/6/2021,468747
New York State,,2/7/2021,519101
New York State,,2/8/2021,554262
New York State,,2/9/2021,572426
New York State,,2/10/2021,619504
New York State,,2/11/2021,668178
New York State,,2/12/2021,721554
New York State,,2/13/2021,778565
New York State,,2/14/2021,833444
New York State,,2/16/2021,924475
New York State,,2/17/2021,955337
New York State,,2/18/2021,993790
New York State,,2/19/2021,1066991
New York State,,2/20/2021,1117514
New York State,,2/21/2021,1167934
New York State,,2/22/2021,1218748
New York State,,2/23/2021,1254485
New York State,,2/24/2021,1279059
New York State,,2/25/2021,1304163
New York State,,2/26/2021,1337747
New York State,,2/27/2021,1380104
New York State,,2/28/2021,1442220
New York State,,3/1/2021,1485601
New York State,,3/2/2021,1522346
New York State,,3/3/2021,1556522
New York State,,3/4/2021,1585561
New York State,,3/5/2021,1616099
New York State,,3/6/2021,1655487
New York State,,3/7/2021,1703626
New York State,,3/8/2021,1752004
New York State,,3/9/2021,1792253
New York State,,3/10/2021,1845103
New York State,,3/11/2021,1899848
New York State,,3/12/2021,1954049
New York State,,3/13/2021,2048700
New York State,,3/14/2021,2049086
North Carolina,,1/12/2021,19293
North Carolina,,1/13/2021,35148
North Carolina,,1/15/2021,42790
North Carolina,,1/19/2021,54012
North Carolina,,1/20/2021,58407
North Carolina,,1/21/2021,66736
North Carolina,,1/22/2021,74427
North Carolina,,1/23/2021,79197
North Carolina,,1/24/2021,83752
North Carolina,,1/25/2021,86064
North Carolina,,1/26/2021,87292
North Carolina,,1/27/2021,88145
North Carolina,,1/28/2021,120480
North Carolina,,1/29/2021,120946
North Carolina,,1/30/2021,135263
North Carolina,,1/31/2021,149906
North Carolina,,2/1/2021,155824
North Carolina,,2/2/2021,155973
North Carolina,,2/3/2021,170087
North Carolina,,2/4/2021,186914
North Carolina,,2/5/2021,206642
North Carolina,,2/6/2021,230372
North Carolina,,2/7/2021,262031
North Carolina,,2/8/2021,273763
North Carolina,,2/9/2021,280303
North Carolina,,2/10/2021,300991
North Carolina,,2/11/2021,330758
North Carolina,,2/12/2021,370032
North Carolina,,2/13/2021,406851
North Carolina,,2/14/2021,448878
North Carolina,,2/16/2021,483989
North Carolina,,2/17/2021,509113
North Carolina,,2/18/2021,540933
North Carolina,,2/19/2021,616620
North Carolina,,2/20/2021,651958
North Carolina,,2/21/2021,691447
North Carolina,,2/22/2021,716027
North Carolina,,2/23/2021,724993
North Carolina,,2/24/2021,754213
North Carolina,,2/25/2021,782138
North Carolina,,2/26/2021,812003
North Carolina,,2/27/2021,839827
North Carolina,,2/28/2021,870088
North Carolina,,3/1/2021,886852
North Carolina,,3/2/2021,894708
North Carolina,,3/3/2021,916706
North Carolina,,3/4/2021,943505
North Carolina,,3/5/2021,949615
North Carolina,,3/6/2021,976589
North Carolina,,3/7/2021,1000175
North Carolina,,3/8/2021,1007844
North Carolina,,3/9/2021,1015937
North Carolina,,3/10/2021,1040603
North Carolina,,3/11/2021,1071902
North Carolina,,3/12/2021,1129823
North Carolina,,3/13/2021,1206651
North Carolina,,3/14/2021,1219606
North Dakota,,1/12/2021,5815
North Dakota,,1/13/2021,6395
North Dakota,,1/15/2021,7555
North Dakota,,1/19/2021,8641
North Dakota,,1/20/2021,8954
North Dakota,,1/21/2021,9881
North Dakota,,1/22/2021,12428
North Dakota,,1/23/2021,14412
North Dakota,,1/24/2021,15589
North Dakota,,1/25/2021,15680
North Dakota,,1/26/2021,15742
North Dakota,,1/27/2021,16952
North Dakota,,1/28/2021,18244
North Dakota,,1/29/2021,20700
North Dakota,,1/30/2021,22968
North Dakota,,1/31/2021,25359
North Dakota,,2/1/2021,26136
North Dakota,,2/2/2021,26493
North Dakota,,2/3/2021,27418
North Dakota,,2/4/2021,28847
North Dakota,,2/5/2021,30829
North Dakota,,2/6/2021,35123
North Dakota,,2/7/2021,37651
North Dakota,,2/8/2021,38417
North Dakota,,2/9/2021,38417
North Dakota,,2/10/2021,39154
North Dakota,,2/11/2021,40721
North Dakota,,2/12/2021,43276
North Dakota,,2/13/2021,45474
North Dakota,,2/14/2021,47552
North Dakota,,2/16/2021,49263
North Dakota,,2/17/2021,49615
North Dakota,,2/18/2021,50438
North Dakota,,2/19/2021,58099
North Dakota,,2/20/2021,61624
North Dakota,,2/21/2021,65293
North Dakota,,2/22/2021,65503
North Dakota,,2/23/2021,65701
North Dakota,,2/24/2021,67006
North Dakota,,2/25/2021,68641
North Dakota,,2/26/2021,72168
North Dakota,,2/27/2021,77018
North Dakota,,2/28/2021,80647
North Dakota,,3/1/2021,82284
North Dakota,,3/2/2021,82398
North Dakota,,3/3/2021,83505
North Dakota,,3/4/2021,85789
North Dakota,,3/5/2021,89500
North Dakota,,3/6/2021,91668
North Dakota,,3/7/2021,93863
North Dakota,,3/8/2021,91455
North Dakota,,3/9/2021,91874
North Dakota,,3/10/2021,93608
North Dakota,,3/11/2021,96489
North Dakota,,3/12/2021,100996
North Dakota,,3/13/2021,106812
North Dakota,,3/14/2021,110128
Northern Mariana Islands,MNP,1/12/2021,331
Northern Mariana Islands,MNP,1/13/2021,703
Northern Mariana Islands,MNP,1/15/2021,1146
Northern Mariana Islands,MNP,1/19/2021,1916
Northern Mariana Islands,MNP,1/20/2021,2219
Northern Mariana Islands,MNP,1/21/2021,2700
Northern Mariana Islands,MNP,1/22/2021,3016
Northern Mariana Islands,MNP,1/23/2021,3016
Northern Mariana Islands,MNP,1/24/2021,3017
Northern Mariana Islands,MNP,1/25/2021,3017
Northern Mariana Islands,MNP,1/26/2021,3055
Northern Mariana Islands,MNP,1/27/2021,3056
Northern Mariana Islands,MNP,1/28/2021,3058
Northern Mariana Islands,MNP,1/29/2021,3058
Northern Mariana Islands,MNP,1/30/2021,3058
Northern Mariana Islands,MNP,1/31/2021,3150
Northern Mariana Islands,MNP,2/1/2021,3247
Northern Mariana Islands,MNP,2/2/2021,3341
Northern Mariana Islands,MNP,2/3/2021,3378
Northern Mariana Islands,MNP,2/4/2021,3399
Northern Mariana Islands,MNP,2/5/2021,3692
Northern Mariana Islands,MNP,2/6/2021,3920
Northern Mariana Islands,MNP,2/7/2021,4035
Northern Mariana Islands,MNP,2/8/2021,4048
Northern Mariana Islands,MNP,2/9/2021,4233
Northern Mariana Islands,MNP,2/10/2021,4348
Northern Mariana Islands,MNP,2/11/2021,4376
Northern Mariana Islands,MNP,2/12/2021,4465
Northern Mariana Islands,MNP,2/13/2021,4789
Northern Mariana Islands,MNP,2/14/2021,5141
Northern Mariana Islands,MNP,2/16/2021,5465
Northern Mariana Islands,MNP,2/17/2021,5691
Northern Mariana Islands,MNP,2/18/2021,5915
Northern Mariana Islands,MNP,2/19/2021,6205
Northern Mariana Islands,MNP,2/20/2021,6205
Northern Mariana Islands,MNP,2/21/2021,6337
Northern Mariana Islands,MNP,2/22/2021,6506
Northern Mariana Islands,MNP,2/23/2021,6676
Northern Mariana Islands,MNP,2/24/2021,7068
Northern Mariana Islands,MNP,2/25/2021,7334
Northern Mariana Islands,MNP,2/26/2021,7415
Northern Mariana Islands,MNP,2/27/2021,7552
Northern Mariana Islands,MNP,2/28/2021,7641
Northern Mariana Islands,MNP,3/1/2021,7642
Northern Mariana Islands,MNP,3/2/2021,7806
Northern Mariana Islands,MNP,3/3/2021,7954
Northern Mariana Islands,MNP,3/4/2021,8142
Northern Mariana Islands,MNP,3/5/2021,8292
Northern Mariana Islands,MNP,3/6/2021,8357
Northern Mariana Islands,MNP,3/7/2021,8444
Northern Mariana Islands,MNP,3/8/2021,8446
Northern Mariana Islands,MNP,3/9/2021,8633
Northern Mariana Islands,MNP,3/10/2021,8732
Northern Mariana Islands,MNP,3/11/2021,8881
Northern Mariana Islands,MNP,3/12/2021,8997
Northern Mariana Islands,MNP,3/13/2021,9160
Northern Mariana Islands,MNP,3/14/2021,9162
Ohio,,1/15/2021,13552
Ohio,,1/19/2021,27139
Ohio,,1/20/2021,30910
Ohio,,1/21/2021,30910
Ohio,,1/22/2021,44761
Ohio,,1/23/2021,59153
Ohio,,1/24/2021,71344
Ohio,,1/25/2021,76949
Ohio,,1/26/2021,80329
Ohio,,1/27/2021,88834
Ohio,,1/28/2021,106035
Ohio,,1/29/2021,125794
Ohio,,1/30/2021,150948
Ohio,,1/31/2021,163622
Ohio,,2/1/2021,179168
Ohio,,2/2/2021,189502
Ohio,,2/3/2021,200784
Ohio,,2/4/2021,217948
Ohio,,2/5/2021,239651
Ohio,,2/6/2021,265445
Ohio,,2/7/2021,285694
Ohio,,2/8/2021,306072
Ohio,,2/9/2021,312725
Ohio,,2/10/2021,326984
Ohio,,2/11/2021,349390
Ohio,,2/12/2021,375675
Ohio,,2/13/2021,409487
Ohio,,2/14/2021,447697
Ohio,,2/16/2021,482839
Ohio,,2/17/2021,496235
Ohio,,2/18/2021,514513
Ohio,,2/19/2021,563650
Ohio,,2/20/2021,602623
Ohio,,2/21/2021,649412
Ohio,,2/22/2021,688163
Ohio,,2/23/2021,708070
Ohio,,2/24/2021,741704
Ohio,,2/25/2021,778235
Ohio,,2/26/2021,808069
Ohio,,2/27/2021,851065
Ohio,,2/28/2021,899625
Ohio,,3/1/2021,923721
Ohio,,3/2/2021,951847
Ohio,,3/3/2021,978945
Ohio,,3/4/2021,1003486
Ohio,,3/5/2021,1025158
Ohio,,3/6/2021,1063390
Ohio,,3/7/2021,1108033
Ohio,,3/8/2021,1151455
Ohio,,3/9/2021,1178428
Ohio,,3/10/2021,1209855
Ohio,,3/11/2021,1242387
Ohio,,3/12/2021,1287051
Ohio,,3/13/2021,1342826
Ohio,,3/14/2021,1387721
Oklahoma,,1/12/2021,17463
Oklahoma,,1/13/2021,22278
Oklahoma,,1/15/2021,28917
Oklahoma,,1/19/2021,30919
Oklahoma,,1/20/2021,32308
Oklahoma,,1/21/2021,34706
Oklahoma,,1/22/2021,37435
Oklahoma,,1/23/2021,39290
Oklahoma,,1/24/2021,41289
Oklahoma,,1/25/2021,41634
Oklahoma,,1/26/2021,41814
Oklahoma,,1/27/2021,46596
Oklahoma,,1/28/2021,52465
Oklahoma,,1/29/2021,60680
Oklahoma,,1/30/2021,68510
Oklahoma,,1/31/2021,78459
Oklahoma,,2/1/2021,80231
Oklahoma,,2/2/2021,80465
Oklahoma,,2/3/2021,87596
Oklahoma,,2/4/2021,99354
Oklahoma,,2/5/2021,114208
Oklahoma,,2/6/2021,131556
Oklahoma,,2/7/2021,145610
Oklahoma,,2/8/2021,151019
Oklahoma,,2/9/2021,152243
Oklahoma,,2/10/2021,162188
Oklahoma,,2/11/2021,172509
Oklahoma,,2/12/2021,178566
Oklahoma,,2/13/2021,188852
Oklahoma,,2/14/2021,201044
Oklahoma,,2/16/2021,206173
Oklahoma,,2/17/2021,206905
Oklahoma,,2/18/2021,209203
Oklahoma,,2/19/2021,240890
Oklahoma,,2/20/2021,251032
Oklahoma,,2/21/2021,274345
Oklahoma,,2/22/2021,289719
Oklahoma,,2/23/2021,299132
Oklahoma,,2/24/2021,310347
Oklahoma,,2/25/2021,325335
Oklahoma,,2/26/2021,346826
Oklahoma,,2/27/2021,368852
Oklahoma,,2/28/2021,394484
Oklahoma,,3/1/2021,401951
Oklahoma,,3/2/2021,403289
Oklahoma,,3/3/2021,413355
Oklahoma,,3/4/2021,427987
Oklahoma,,3/5/2021,437663
Oklahoma,,3/6/2021,449798
Oklahoma,,3/7/2021,460618
Oklahoma,,3/8/2021,465461
Oklahoma,,3/9/2021,468285
Oklahoma,,3/10/2021,479038
Oklahoma,,3/11/2021,486421
Oklahoma,,3/12/2021,493020
Oklahoma,,3/13/2021,502588
Oklahoma,,3/14/2021,513020
Oregon,,1/12/2021,4813
Oregon,,1/13/2021,7014
Oregon,,1/15/2021,12795
Oregon,,1/19/2021,23866
Oregon,,1/20/2021,23866
Oregon,,1/21/2021,23866
Oregon,,1/22/2021,34536
Oregon,,1/23/2021,37983
Oregon,,1/24/2021,40348
Oregon,,1/25/2021,42426
Oregon,,1/26/2021,43942
Oregon,,1/27/2021,48261
Oregon,,1/28/2021,53662
Oregon,,1/29/2021,58664
Oregon,,1/30/2021,66188
Oregon,,1/31/2021,74927
Oregon,,2/1/2021,79522
Oregon,,2/2/2021,83898
Oregon,,2/3/2021,91240
Oregon,,2/4/2021,100414
Oregon,,2/5/2021,107146
Oregon,,2/6/2021,118378
Oregon,,2/7/2021,130687
Oregon,,2/8/2021,139700
Oregon,,2/9/2021,145517
Oregon,,2/10/2021,152361
Oregon,,2/11/2021,152361
Oregon,,2/12/2021,152361
Oregon,,2/13/2021,181841
Oregon,,2/14/2021,193105
Oregon,,2/16/2021,199679
Oregon,,2/17/2021,202959
Oregon,,2/18/2021,209930
Oregon,,2/19/2021,234021
Oregon,,2/20/2021,249241
Oregon,,2/21/2021,265789
Oregon,,2/22/2021,279756
Oregon,,2/23/2021,292195
Oregon,,2/24/2021,292308
Oregon,,2/25/2021,305172
Oregon,,2/26/2021,325641
Oregon,,2/27/2021,338259
Oregon,,2/28/2021,355818
Oregon,,3/1/2021,367112
Oregon,,3/2/2021,372950
Oregon,,3/3/2021,377528
Oregon,,3/4/2021,388626
Oregon,,3/5/2021,400819
Oregon,,3/6/2021,412573
Oregon,,3/7/2021,423219
Oregon,,3/8/2021,431930
Oregon,,3/9/2021,440717
Oregon,,3/10/2021,447042
Oregon,,3/11/2021,448006
Oregon,,3/12/2021,461440
Oregon,,3/13/2021,486303
Oregon,,3/14/2021,498278
Pennsylvania,,1/12/2021,10591
Pennsylvania,,1/13/2021,18051
Pennsylvania,,1/15/2021,66941
Pennsylvania,,1/19/2021,79526
Pennsylvania,,1/20/2021,85290
Pennsylvania,,1/21/2021,96395
Pennsylvania,,1/22/2021,112692
Pennsylvania,,1/23/2021,122849
Pennsylvania,,1/24/2021,131908
Pennsylvania,,1/25/2021,135939
Pennsylvania,,1/26/2021,141304
Pennsylvania,,1/27/2021,156798
Pennsylvania,,1/28/2021,159259
Pennsylvania,,1/29/2021,193432
Pennsylvania,,1/30/2021,209964
Pennsylvania,,1/31/2021,223489
Pennsylvania,,2/1/2021,231261
Pennsylvania,,2/2/2021,236995
Pennsylvania,,2/3/2021,237876
Pennsylvania,,2/4/2021,257255
Pennsylvania,,2/5/2021,275444
Pennsylvania,,2/6/2021,298741
Pennsylvania,,2/7/2021,321336
Pennsylvania,,2/8/2021,328907
Pennsylvania,,2/9/2021,340234
Pennsylvania,,2/10/2021,356869
Pennsylvania,,2/11/2021,373882
Pennsylvania,,2/12/2021,399610
Pennsylvania,,2/13/2021,403898
Pennsylvania,,2/14/2021,453485
Pennsylvania,,2/16/2021,457037
Pennsylvania,,2/17/2021,498866
Pennsylvania,,2/18/2021,518285
Pennsylvania,,2/19/2021,577183
Pennsylvania,,2/20/2021,596337
Pennsylvania,,2/21/2021,631998
Pennsylvania,,2/22/2021,651588
Pennsylvania,,2/23/2021,664130
Pennsylvania,,2/24/2021,686525
Pennsylvania,,2/25/2021,716193
Pennsylvania,,2/26/2021,749659
Pennsylvania,,2/27/2021,797495
Pennsylvania,,2/28/2021,830262
Pennsylvania,,3/1/2021,868979
Pennsylvania,,3/2/2021,885866
Pennsylvania,,3/3/2021,911602
Pennsylvania,,3/4/2021,946761
Pennsylvania,,3/5/2021,984830
Pennsylvania,,3/6/2021,1030772
Pennsylvania,,3/7/2021,1035741
Pennsylvania,,3/8/2021,1043146
Pennsylvania,,3/9/2021,1117905
Pennsylvania,,3/10/2021,1161950
Pennsylvania,,3/11/2021,1203908
Pennsylvania,,3/12/2021,1211482
Pennsylvania,,3/13/2021,1341625
Pennsylvania,,3/14/2021,1378528
Puerto Rico,PRI,1/12/2021,7666
Puerto Rico,PRI,1/13/2021,11550
Puerto Rico,PRI,1/15/2021,16360
Puerto Rico,PRI,1/19/2021,21368
Puerto Rico,PRI,1/20/2021,23428
Puerto Rico,PRI,1/21/2021,26627
Puerto Rico,PRI,1/22/2021,32181
Puerto Rico,PRI,1/23/2021,35705
Puerto Rico,PRI,1/24/2021,39016
Puerto Rico,PRI,1/25/2021,39384
Puerto Rico,PRI,1/26/2021,39522
Puerto Rico,PRI,1/27/2021,42437
Puerto Rico,PRI,1/28/2021,45057
Puerto Rico,PRI,1/29/2021,48196
Puerto Rico,PRI,1/30/2021,51159
Puerto Rico,PRI,1/31/2021,54276
Puerto Rico,PRI,2/1/2021,54972
Puerto Rico,PRI,2/2/2021,54972
Puerto Rico,PRI,2/3/2021,58951
Puerto Rico,PRI,2/4/2021,62336
Puerto Rico,PRI,2/5/2021,65261
Puerto Rico,PRI,2/6/2021,69224
Puerto Rico,PRI,2/7/2021,69224
Puerto Rico,PRI,2/8/2021,69224
Puerto Rico,PRI,2/9/2021,75814
Puerto Rico,PRI,2/10/2021,80807
Puerto Rico,PRI,2/11/2021,86660
Puerto Rico,PRI,2/12/2021,86660
Puerto Rico,PRI,2/13/2021,102807
Puerto Rico,PRI,2/14/2021,108793
Puerto Rico,PRI,2/16/2021,111002
Puerto Rico,PRI,2/17/2021,113075
Puerto Rico,PRI,2/18/2021,122443
Puerto Rico,PRI,2/19/2021,139129
Puerto Rico,PRI,2/20/2021,147986
Puerto Rico,PRI,2/21/2021,154598
Puerto Rico,PRI,2/22/2021,154730
Puerto Rico,PRI,2/23/2021,156724
Puerto Rico,PRI,2/24/2021,164485
Puerto Rico,PRI,2/25/2021,172198
Puerto Rico,PRI,2/26/2021,186526
Puerto Rico,PRI,2/27/2021,187522
Puerto Rico,PRI,2/28/2021,194732
Puerto Rico,PRI,3/1/2021,196380
Puerto Rico,PRI,3/2/2021,196388
Puerto Rico,PRI,3/3/2021,202776
Puerto Rico,PRI,3/4/2021,216614
Puerto Rico,PRI,3/5/2021,216886
Puerto Rico,PRI,3/6/2021,223084
Puerto Rico,PRI,3/7/2021,229772
Puerto Rico,PRI,3/8/2021,231579
Puerto Rico,PRI,3/9/2021,232141
Puerto Rico,PRI,3/10/2021,248683
Puerto Rico,PRI,3/11/2021,249152
Puerto Rico,PRI,3/12/2021,259324
Puerto Rico,PRI,3/13/2021,279724
Puerto Rico,PRI,3/14/2021,279836
Republic of Palau,,1/15/2021,1
Republic of Palau,,1/19/2021,1
Republic of Palau,,1/20/2021,1
Republic of Palau,,1/21/2021,2
Republic of Palau,,1/22/2021,2
Republic of Palau,,1/23/2021,2
Republic of Palau,,1/24/2021,2
Republic of Palau,,1/25/2021,2
Republic of Palau,,1/26/2021,2
Republic of Palau,,1/29/2021,1
Republic of Palau,,1/30/2021,1
Republic of Palau,,1/31/2021,1
Republic of Palau,,2/1/2021,1
Republic of Palau,,2/2/2021,63
Republic of Palau,,2/3/2021,119
Republic of Palau,,2/4/2021,119
Republic of Palau,,2/5/2021,251
Republic of Palau,,2/6/2021,251
Republic of Palau,,2/7/2021,358
Republic of Palau,,2/8/2021,358
Republic of Palau,,2/9/2021,359
Republic of Palau,,2/10/2021,418
Republic of Palau,,2/11/2021,722
Republic of Palau,,2/12/2021,762
Republic of Palau,,2/13/2021,1103
Republic of Palau,,2/14/2021,1212
Republic of Palau,,2/16/2021,1566
Republic of Palau,,2/17/2021,1899
Republic of Palau,,2/18/2021,1967
Republic of Palau,,2/19/2021,2380
Republic of Palau,,2/20/2021,2382
Republic of Palau,,2/21/2021,2665
Republic of Palau,,2/22/2021,2665
Republic of Palau,,2/23/2021,3019
Republic of Palau,,2/24/2021,3019
Republic of Palau,,2/25/2021,3028
Republic of Palau,,2/26/2021,3060
Republic of Palau,,2/27/2021,3060
Republic of Palau,,2/28/2021,3099
Republic of Palau,,3/1/2021,3099
Republic of Palau,,3/2/2021,3099
Republic of Palau,,3/3/2021,3099
Republic of Palau,,3/4/2021,3099
Republic of Palau,,3/5/2021,3099
Republic of Palau,,3/6/2021,3099
Republic of Palau,,3/7/2021,3099
Republic of Palau,,3/8/2021,3129
Republic of Palau,,3/9/2021,3130
Republic of Palau,,3/10/2021,3134
Republic of Palau,,3/11/2021,3136
Republic of Palau,,3/12/2021,3136
Republic of Palau,,3/13/2021,3137
Republic of Palau,,3/14/2021,3137
Rhode Island,,1/12/2021,4141
Rhode Island,,1/13/2021,5490
Rhode Island,,1/15/2021,8156
Rhode Island,,1/19/2021,9902
Rhode Island,,1/20/2021,10696
Rhode Island,,1/21/2021,11136
Rhode Island,,1/22/2021,12023
Rhode Island,,1/23/2021,12580
Rhode Island,,1/24/2021,13260
Rhode Island,,1/25/2021,13649
Rhode Island,,1/26/2021,14148
Rhode Island,,1/27/2021,16410
Rhode Island,,1/28/2021,18562
Rhode Island,,1/29/2021,20321
Rhode Island,,1/30/2021,22401
Rhode Island,,1/31/2021,23408
Rhode Island,,2/1/2021,25435
Rhode Island,,2/2/2021,26027
Rhode Island,,2/3/2021,26973
Rhode Island,,2/4/2021,27884
Rhode Island,,2/5/2021,28979
Rhode Island,,2/6/2021,30711
Rhode Island,,2/7/2021,33699
Rhode Island,,2/8/2021,35402
Rhode Island,,2/9/2021,35770
Rhode Island,,2/10/2021,37051
Rhode Island,,2/11/2021,38158
Rhode Island,,2/12/2021,40051
Rhode Island,,2/13/2021,41591
