Entity,Code,Date,people_fully_vaccinated
Iowa,,2/2/2021,61085
Iowa,,2/3/2021,64234
Iowa,,2/4/2021,69401
Iowa,,2/5/2021,74252
Iowa,,2/6/2021,80640
Iowa,,2/7/2021,87373
Iowa,,2/8/2021,89506
Iowa,,2/9/2021,90525
Iowa,,2/10/2021,95650
Iowa,,2/11/2021,99986
Iowa,,2/12/2021,104622
Iowa,,2/13/2021,109660
Iowa,,2/14/2021,115407
Iowa,,2/16/2021,119865
Iowa,,2/17/2021,122291
Iowa,,2/18/2021,124111
Iowa,,2/19/2021,134995
Iowa,,2/20/2021,141104
Iowa,,2/21/2021,147615
Iowa,,2/22/2021,150392
Iowa,,2/23/2021,151431
Iowa,,2/24/2021,153214
Iowa,,2/25/2021,155667
Iowa,,2/26/2021,160663
Iowa,,2/27/2021,166554
Iowa,,2/28/2021,175777
Iowa,,3/1/2021,185255
Iowa,,3/2/2021,187234
Iowa,,3/3/2021,193643
Iowa,,3/4/2021,202916
Iowa,,3/5/2021,216336
Iowa,,3/6/2021,250490
Iowa,,3/7/2021,271606
Iowa,,3/8/2021,304688
Iowa,,3/9/2021,313434
Iowa,,3/10/2021,323127
Iowa,,3/11/2021,339509
Iowa,,3/12/2021,359687
Iowa,,3/13/2021,407675
Iowa,,3/14/2021,407760
Kansas,,1/12/2021,9577
Kansas,,1/13/2021,12470
Kansas,,1/15/2021,13496
Kansas,,1/19/2021,15602
Kansas,,1/20/2021,16013
Kansas,,1/21/2021,17430
Kansas,,1/22/2021,19325
Kansas,,1/23/2021,20883
Kansas,,1/24/2021,22610
Kansas,,1/25/2021,23635
Kansas,,1/26/2021,25349
Kansas,,1/27/2021,26457
Kansas,,1/28/2021,31429
Kansas,,1/29/2021,31482
Kansas,,1/30/2021,36738
Kansas,,1/31/2021,39753
Kansas,,2/1/2021,42297
Kansas,,2/2/2021,44420
Kansas,,2/3/2021,47394
Kansas,,2/4/2021,51322
Kansas,,2/5/2021,54834
Kansas,,2/6/2021,60203
Kansas,,2/7/2021,65559
Kansas,,2/8/2021,68565
Kansas,,2/9/2021,70115
Kansas,,2/10/2021,76561
Kansas,,2/11/2021,81948
Kansas,,2/12/2021,86597
Kansas,,2/13/2021,91577
Kansas,,2/14/2021,99392
Kansas,,2/16/2021,102601
Kansas,,2/17/2021,106249
Kansas,,2/18/2021,112651
Kansas,,2/19/2021,128614
Kansas,,2/20/2021,138765
Kansas,,2/21/2021,148378
Kansas,,2/22/2021,151375
Kansas,,2/23/2021,152471
Kansas,,2/24/2021,158944
Kansas,,2/25/2021,164940
Kansas,,2/26/2021,172744
Kansas,,2/27/2021,184698
Kansas,,2/28/2021,196781
Kansas,,3/1/2021,199266
Kansas,,3/2/2021,203731
Kansas,,3/3/2021,210351
Kansas,,3/4/2021,216611
Kansas,,3/5/2021,224917
Kansas,,3/6/2021,233833
Kansas,,3/7/2021,244055
Kansas,,3/8/2021,261951
Kansas,,3/9/2021,265215
Kansas,,3/10/2021,273211
Kansas,,3/11/2021,284796
Kansas,,3/12/2021,303570
Kansas,,3/13/2021,306140
Kansas,,3/14/2021,323386
Kentucky,,1/12/2021,6335
Kentucky,,1/13/2021,7725
Kentucky,,1/15/2021,10672
Kentucky,,1/19/2021,12911
Kentucky,,1/20/2021,13829
Kentucky,,1/21/2021,15699
Kentucky,,1/22/2021,22568
Kentucky,,1/23/2021,25566
Kentucky,,1/24/2021,29346
Kentucky,,1/25/2021,30010
Kentucky,,1/26/2021,30633
Kentucky,,1/27/2021,36054
Kentucky,,1/28/2021,43142
Kentucky,,1/29/2021,52251
Kentucky,,1/30/2021,59367
Kentucky,,1/31/2021,64890
Kentucky,,2/1/2021,66077
Kentucky,,2/2/2021,66852
Kentucky,,2/3/2021,73264
Kentucky,,2/4/2021,81502
Kentucky,,2/5/2021,93651
Kentucky,,2/6/2021,108050
Kentucky,,2/7/2021,122785
Kentucky,,2/8/2021,127793
Kentucky,,2/9/2021,129862
Kentucky,,2/10/2021,139605
Kentucky,,2/11/2021,151297
Kentucky,,2/12/2021,165324
Kentucky,,2/13/2021,172518
Kentucky,,2/14/2021,187643
Kentucky,,2/16/2021,198180
Kentucky,,2/17/2021,202064
Kentucky,,2/18/2021,205575
Kentucky,,2/19/2021,228157
Kentucky,,2/20/2021,236951
Kentucky,,2/21/2021,253857
Kentucky,,2/22/2021,262062
Kentucky,,2/23/2021,268387
Kentucky,,2/24/2021,279104
Kentucky,,2/25/2021,294202
Kentucky,,2/26/2021,309250
Kentucky,,2/27/2021,321940
Kentucky,,2/28/2021,341409
Kentucky,,3/1/2021,351189
Kentucky,,3/2/2021,354275
Kentucky,,3/3/2021,362062
Kentucky,,3/4/2021,375152
Kentucky,,3/5/2021,390088
Kentucky,,3/6/2021,405706
Kentucky,,3/7/2021,423066
Kentucky,,3/8/2021,443361
Kentucky,,3/9/2021,448228
Kentucky,,3/10/2021,456204
Kentucky,,3/11/2021,467334
Kentucky,,3/12/2021,484809
Kentucky,,3/13/2021,517761
Kentucky,,3/14/2021,520049
Long Term Care,,1/12/2021,2429
Long Term Care,,1/13/2021,16900
Louisiana,,1/12/2021,18314
Louisiana,,1/13/2021,21634
Louisiana,,1/15/2021,30416
Louisiana,,1/19/2021,33967
Louisiana,,1/20/2021,35049
Louisiana,,1/21/2021,38095
Louisiana,,1/22/2021,40385
Louisiana,,1/23/2021,41788
Louisiana,,1/24/2021,42520
Louisiana,,1/25/2021,43151
Louisiana,,1/26/2021,43189
Louisiana,,1/27/2021,46954
Louisiana,,1/28/2021,51583
Louisiana,,1/29/2021,58132
Louisiana,,1/30/2021,65136
Louisiana,,1/31/2021,73436
Louisiana,,2/1/2021,85872
Louisiana,,2/2/2021,96606
Louisiana,,2/3/2021,104070
Louisiana,,2/4/2021,115629
Louisiana,,2/5/2021,131355
Louisiana,,2/6/2021,150219
Louisiana,,2/7/2021,167576
Louisiana,,2/8/2021,176580
Louisiana,,2/9/2021,180112
Louisiana,,2/10/2021,189574
Louisiana,,2/11/2021,189574
Louisiana,,2/12/2021,217681
Louisiana,,2/13/2021,232766
Louisiana,,2/14/2021,248848
Louisiana,,2/16/2021,255269
Louisiana,,2/17/2021,258404
Louisiana,,2/18/2021,259851
Louisiana,,2/19/2021,285057
Louisiana,,2/20/2021,293295
Louisiana,,2/21/2021,301923
Louisiana,,2/22/2021,306685
Louisiana,,2/23/2021,309174
Louisiana,,2/24/2021,317284
Louisiana,,2/25/2021,330738
Louisiana,,2/26/2021,348969
Louisiana,,2/27/2021,366968
Louisiana,,2/28/2021,380420
Louisiana,,3/1/2021,385486
Louisiana,,3/2/2021,387514
Louisiana,,3/3/2021,395300
Louisiana,,3/4/2021,407880
Louisiana,,3/5/2021,424563
Louisiana,,3/6/2021,425050
Louisiana,,3/7/2021,425793
Louisiana,,3/8/2021,461597
Louisiana,,3/9/2021,465217
Louisiana,,3/10/2021,475726
Louisiana,,3/11/2021,487828
Louisiana,,3/12/2021,505211
Louisiana,,3/13/2021,540820
Louisiana,,3/14/2021,540865
Maine,,1/12/2021,4518
Maine,,1/13/2021,5182
Maine,,1/15/2021,8274
Maine,,1/19/2021,10018
Maine,,1/20/2021,10661
Maine,,1/21/2021,12071
Maine,,1/22/2021,14893
Maine,,1/23/2021,17562
Maine,,1/24/2021,19151
Maine,,1/25/2021,19873
Maine,,1/26/2021,20096
Maine,,1/27/2021,21707
Maine,,1/28/2021,24925
Maine,,1/29/2021,28255
Maine,,1/30/2021,31055
Maine,,1/31/2021,33121
Maine,,2/1/2021,34299
Maine,,2/2/2021,34299
Maine,,2/3/2021,34299
Maine,,2/4/2021,36870
Maine,,2/5/2021,38542
Maine,,2/6/2021,40806
Maine,,2/7/2021,44447
Maine,,2/8/2021,44447
Maine,,2/9/2021,47770
Maine,,2/10/2021,49721
Maine,,2/11/2021,49721
Maine,,2/12/2021,49721
Maine,,2/13/2021,49721
Maine,,2/14/2021,49721
Maine,,2/16/2021,64236
Maine,,2/17/2021,65928
Maine,,2/18/2021,65928
Maine,,2/19/2021,75845
Maine,,2/20/2021,75889
Maine,,2/21/2021,76101
Maine,,2/22/2021,90423
Maine,,2/23/2021,91339
Maine,,2/24/2021,94466
Maine,,2/25/2021,94469
Maine,,2/26/2021,94495
Maine,,2/27/2021,106125
Maine,,2/28/2021,106345
Maine,,3/1/2021,106444
Maine,,3/2/2021,106447
Maine,,3/3/2021,106463
Maine,,3/4/2021,106465
Maine,,3/5/2021,125573
Maine,,3/6/2021,132299
Maine,,3/7/2021,132588
Maine,,3/8/2021,148712
Maine,,3/9/2021,152152
Maine,,3/10/2021,156492
Maine,,3/11/2021,157423
Maine,,3/12/2021,172270
Maine,,3/13/2021,172875
Maine,,3/14/2021,185511
Marshall Islands,MHL,1/12/2021,1
Marshall Islands,MHL,1/13/2021,1
Marshall Islands,MHL,1/15/2021,2
Marshall Islands,MHL,1/19/2021,2
Marshall Islands,MHL,1/20/2021,2
Marshall Islands,MHL,1/21/2021,2
Marshall Islands,MHL,1/22/2021,2
Marshall Islands,MHL,1/23/2021,3
Marshall Islands,MHL,1/24/2021,3
Marshall Islands,MHL,1/25/2021,3
Marshall Islands,MHL,1/26/2021,3
Marshall Islands,MHL,1/27/2021,20
Marshall Islands,MHL,1/28/2021,129
Marshall Islands,MHL,1/29/2021,232
Marshall Islands,MHL,1/30/2021,234
Marshall Islands,MHL,1/31/2021,327
Marshall Islands,MHL,2/1/2021,327
Marshall Islands,MHL,2/2/2021,376
Marshall Islands,MHL,2/3/2021,376
Marshall Islands,MHL,2/4/2021,431
Marshall Islands,MHL,2/5/2021,443
Marshall Islands,MHL,2/6/2021,443
Marshall Islands,MHL,2/7/2021,457
Marshall Islands,MHL,2/8/2021,457
Marshall Islands,MHL,2/9/2021,479
Marshall Islands,MHL,2/10/2021,493
Marshall Islands,MHL,2/11/2021,527
Marshall Islands,MHL,2/12/2021,590
Marshall Islands,MHL,2/13/2021,596
Marshall Islands,MHL,2/14/2021,665
Marshall Islands,MHL,2/16/2021,726
Marshall Islands,MHL,2/17/2021,728
Marshall Islands,MHL,2/18/2021,856
Marshall Islands,MHL,2/19/2021,1161
Marshall Islands,MHL,2/20/2021,1218
Marshall Islands,MHL,2/21/2021,1491
Marshall Islands,MHL,2/22/2021,1695
Marshall Islands,MHL,2/23/2021,1845
Marshall Islands,MHL,2/24/2021,2171
Marshall Islands,MHL,2/25/2021,2227
Marshall Islands,MHL,2/26/2021,2267
Marshall Islands,MHL,2/27/2021,2267
Marshall Islands,MHL,2/28/2021,2329
Marshall Islands,MHL,3/1/2021,2329
Marshall Islands,MHL,3/2/2021,2459
Marshall Islands,MHL,3/3/2021,2459
Marshall Islands,MHL,3/4/2021,2668
Marshall Islands,MHL,3/5/2021,2869
Marshall Islands,MHL,3/6/2021,3215
Marshall Islands,MHL,3/7/2021,3261
Marshall Islands,MHL,3/8/2021,3263
Marshall Islands,MHL,3/9/2021,3744
Marshall Islands,MHL,3/10/2021,4041
Marshall Islands,MHL,3/11/2021,4415
Marshall Islands,MHL,3/12/2021,4724
Marshall Islands,MHL,3/13/2021,4753
Marshall Islands,MHL,3/14/2021,4753
Maryland,,1/12/2021,6663
Maryland,,1/13/2021,12706
Maryland,,1/15/2021,15830
Maryland,,1/19/2021,21794
Maryland,,1/20/2021,24355
Maryland,,1/21/2021,28106
Maryland,,1/22/2021,30877
Maryland,,1/23/2021,34090
Maryland,,1/24/2021,37507
Maryland,,1/25/2021,39259
Maryland,,1/26/2021,42228
Maryland,,1/27/2021,48629
Maryland,,1/28/2021,56274
Maryland,,1/29/2021,66582
Maryland,,1/30/2021,76905
Maryland,,1/31/2021,82743
Maryland,,2/1/2021,87039
Maryland,,2/2/2021,88359
Maryland,,2/3/2021,91468
Maryland,,2/4/2021,101425
Maryland,,2/5/2021,115640
Maryland,,2/6/2021,129951
Maryland,,2/7/2021,146335
Maryland,,2/8/2021,150844
Maryland,,2/9/2021,154468
Maryland,,2/10/2021,168844
Maryland,,2/11/2021,181380
Maryland,,2/12/2021,197848
Maryland,,2/13/2021,212923
Maryland,,2/14/2021,231127
Maryland,,2/16/2021,244272
Maryland,,2/17/2021,253696
Maryland,,2/18/2021,265183
Maryland,,2/19/2021,300029
Maryland,,2/20/2021,320657
Maryland,,2/21/2021,342271
Maryland,,2/22/2021,354904
Maryland,,2/23/2021,366689
Maryland,,2/24/2021,383333
Maryland,,2/25/2021,399241
Maryland,,2/26/2021,422523
Maryland,,2/27/2021,447139
Maryland,,2/28/2021,470511
Maryland,,3/1/2021,485911
Maryland,,3/2/2021,495873
Maryland,,3/3/2021,516955
Maryland,,3/4/2021,532972
Maryland,,3/5/2021,550058
Maryland,,3/6/2021,569997
Maryland,,3/7/2021,582970
Maryland,,3/8/2021,628959
Maryland,,3/9/2021,647080
Maryland,,3/10/2021,666478
Maryland,,3/11/2021,688419
Maryland,,3/12/2021,706296
Maryland,,3/13/2021,725097
Maryland,,3/14/2021,740659
Massachusetts,,1/12/2021,19073
Massachusetts,,1/13/2021,24789
Massachusetts,,1/15/2021,34885
Massachusetts,,1/19/2021,41053
Massachusetts,,1/20/2021,42062
Massachusetts,,1/21/2021,46247
Massachusetts,,1/22/2021,51662
Massachusetts,,1/23/2021,57869
Massachusetts,,1/24/2021,63096
Massachusetts,,1/25/2021,64648
Massachusetts,,1/26/2021,65761
Massachusetts,,1/27/2021,73152
Massachusetts,,1/28/2021,83637
Massachusetts,,1/29/2021,96373
Massachusetts,,1/30/2021,106799
Massachusetts,,1/31/2021,116315
Massachusetts,,2/1/2021,122652
Massachusetts,,2/2/2021,126560
Massachusetts,,2/3/2021,126560
Massachusetts,,2/4/2021,134311
Massachusetts,,2/5/2021,143690
Massachusetts,,2/6/2021,153692
Massachusetts,,2/7/2021,169148
Massachusetts,,2/8/2021,174437
Massachusetts,,2/9/2021,181280
Massachusetts,,2/10/2021,194968
Massachusetts,,2/11/2021,207392
Massachusetts,,2/12/2021,218795
Massachusetts,,2/13/2021,235910
Massachusetts,,2/14/2021,259760
Massachusetts,,2/16/2021,280622
Massachusetts,,2/17/2021,288309
Massachusetts,,2/18/2021,299871
Massachusetts,,2/19/2021,326108
Massachusetts,,2/20/2021,343624
Massachusetts,,2/21/2021,367709
Massachusetts,,2/22/2021,384582
Massachusetts,,2/23/2021,395361
Massachusetts,,2/24/2021,410360
Massachusetts,,2/25/2021,428265
Massachusetts,,2/26/2021,448622
Massachusetts,,2/27/2021,475214
Massachusetts,,2/28/2021,500616
Massachusetts,,3/1/2021,527811
Massachusetts,,3/2/2021,543969
Massachusetts,,3/3/2021,562289
Massachusetts,,3/4/2021,583872
Massachusetts,,3/5/2021,611282
Massachusetts,,3/6/2021,642921
Massachusetts,,3/7/2021,669683
Massachusetts,,3/8/2021,695094
Massachusetts,,3/9/2021,706965
Massachusetts,,3/10/2021,749328
Massachusetts,,3/11/2021,776259
Massachusetts,,3/12/2021,811452
Massachusetts,,3/13/2021,874031
Massachusetts,,3/14/2021,874199
Michigan,,1/12/2021,19472
Michigan,,1/13/2021,31937
Michigan,,1/15/2021,48536
Michigan,,1/19/2021,62780
Michigan,,1/20/2021,70535
Michigan,,1/21/2021,81014
Michigan,,1/22/2021,92473
Michigan,,1/23/2021,105890
Michigan,,1/24/2021,111243
Michigan,,1/25/2021,116840
Michigan,,1/26/2021,119962
Michigan,,1/27/2021,131282
Michigan,,1/28/2021,143757
Michigan,,1/29/2021,159723
Michigan,,1/30/2021,175117
Michigan,,1/31/2021,190777
Michigan,,2/1/2021,197770
Michigan,,2/2/2021,200265
Michigan,,2/3/2021,214234
Michigan,,2/4/2021,229373
Michigan,,2/5/2021,252963
Michigan,,2/6/2021,282345
Michigan,,2/7/2021,312240
Michigan,,2/8/2021,328801
Michigan,,2/9/2021,343580
Michigan,,2/10/2021,371358
Michigan,,2/11/2021,398177
Michigan,,2/12/2021,425663
Michigan,,2/13/2021,459336
Michigan,,2/14/2021,490997
Michigan,,2/16/2021,515237
Michigan,,2/17/2021,526520
Michigan,,2/18/2021,545553
Michigan,,2/19/2021,591771
Michigan,,2/20/2021,617751
Michigan,,2/21/2021,647617
Michigan,,2/22/2021,670899
Michigan,,2/23/2021,677980
Michigan,,2/24/2021,705514
Michigan,,2/25/2021,740415
Michigan,,2/26/2021,768464
Michigan,,2/27/2021,803702
Michigan,,2/28/2021,830176
Michigan,,3/1/2021,846505
Michigan,,3/2/2021,856892
Michigan,,3/3/2021,866351
Michigan,,3/4/2021,890515
Michigan,,3/5/2021,916288
Michigan,,3/6/2021,940722
Michigan,,3/7/2021,964944
Michigan,,3/8/2021,1002567
Michigan,,3/9/2021,1009603
Michigan,,3/10/2021,1025697
Michigan,,3/11/2021,1050447
Michigan,,3/12/2021,1082171
Michigan,,3/13/2021,1115924
Michigan,,3/14/2021,1156819
Minnesota,,1/12/2021,9798
Minnesota,,1/13/2021,10426
Minnesota,,1/15/2021,27799
Minnesota,,1/19/2021,42116
Minnesota,,1/20/2021,42384
Minnesota,,1/21/2021,46008
Minnesota,,1/22/2021,53940
Minnesota,,1/23/2021,64768
Minnesota,,1/24/2021,67716
Minnesota,,1/25/2021,72266
Minnesota,,1/26/2021,72622
Minnesota,,1/27/2021,75844
Minnesota,,1/28/2021,87269
Minnesota,,1/29/2021,98634
Minnesota,,1/30/2021,107528
Minnesota,,1/31/2021,114255
Minnesota,,2/1/2021,118959
Minnesota,,2/2/2021,119631
Minnesota,,2/3/2021,119631
Minnesota,,2/4/2021,131728
Minnesota,,2/5/2021,131728
Minnesota,,2/6/2021,150576
Minnesota,,2/7/2021,157277
Minnesota,,2/8/2021,160794
Minnesota,,2/9/2021,160794
Minnesota,,2/10/2021,160794
Minnesota,,2/11/2021,176482
Minnesota,,2/12/2021,188872
Minnesota,,2/13/2021,205958
Minnesota,,2/14/2021,224005
Minnesota,,2/16/2021,236228
Minnesota,,2/17/2021,240414
Minnesota,,2/18/2021,257283
Minnesota,,2/19/2021,293643
Minnesota,,2/20/2021,321228
Minnesota,,2/21/2021,344300
Minnesota,,2/22/2021,345351
Minnesota,,2/23/2021,365627
Minnesota,,2/24/2021,374323
Minnesota,,2/25/2021,389777
Minnesota,,2/26/2021,409927
Minnesota,,2/27/2021,435199
Minnesota,,2/28/2021,454008
Minnesota,,3/1/2021,468222
Minnesota,,3/2/2021,474714
Minnesota,,3/3/2021,486432
Minnesota,,3/4/2021,501368
Minnesota,,3/5/2021,521381
Minnesota,,3/6/2021,544905
Minnesota,,3/7/2021,561546
Minnesota,,3/8/2021,592955
Minnesota,,3/9/2021,603801
Minnesota,,3/10/2021,617550
Minnesota,,3/11/2021,646257
Minnesota,,3/12/2021,664825
Minnesota,,3/13/2021,715226
Minnesota,,3/14/2021,715550
Mississippi,,1/12/2021,4832
Mississippi,,1/13/2021,5722
Mississippi,,1/15/2021,8396
Mississippi,,1/19/2021,9545
Mississippi,,1/20/2021,9979
Mississippi,,1/21/2021,11567
Mississippi,,1/22/2021,13423
Mississippi,,1/23/2021,13423
Mississippi,,1/24/2021,15918
Mississippi,,1/25/2021,16034
Mississippi,,1/26/2021,16134
Mississippi,,1/27/2021,17499
Mississippi,,1/28/2021,19475
Mississippi,,1/29/2021,21354
Mississippi,,1/30/2021,22816
Mississippi,,1/31/2021,24455
Mississippi,,2/1/2021,25077
Mississippi,,2/2/2021,25408
Mississippi,,2/3/2021,27786
Mississippi,,2/4/2021,27786
Mississippi,,2/5/2021,37572
Mississippi,,2/6/2021,47607
Mississippi,,2/7/2021,56140
Mississippi,,2/8/2021,59325
Mississippi,,2/9/2021,60237
Mississippi,,2/10/2021,67829
Mississippi,,2/11/2021,78802
Mississippi,,2/12/2021,89697
Mississippi,,2/13/2021,103462
Mississippi,,2/14/2021,114284
Mississippi,,2/16/2021,119684
Mississippi,,2/17/2021,119684
Mississippi,,2/18/2021,119684
Mississippi,,2/19/2021,131916
Mississippi,,2/20/2021,135591
Mississippi,,2/21/2021,140550
Mississippi,,2/22/2021,144566
Mississippi,,2/23/2021,147697
Mississippi,,2/24/2021,158823
Mississippi,,2/25/2021,159155
Mississippi,,2/26/2021,181808
Mississippi,,2/27/2021,193966
Mississippi,,2/28/2021,206850
Mississippi,,3/1/2021,216072
Mississippi,,3/2/2021,220081
Mississippi,,3/3/2021,228512
Mississippi,,3/4/2021,237488
Mississippi,,3/5/2021,247826
Mississippi,,3/6/2021,255966
Mississippi,,3/7/2021,265467
Mississippi,,3/8/2021,278797
Mississippi,,3/9/2021,280373
Mississippi,,3/10/2021,289830
Mississippi,,3/11/2021,298373
Mississippi,,3/12/2021,298916
Mississippi,,3/13/2021,326150
Mississippi,,3/14/2021,326212
Missouri,,1/12/2021,22155
Missouri,,1/13/2021,22155
Missouri,,1/15/2021,36525
Missouri,,1/19/2021,45368
Missouri,,1/20/2021,49330
Missouri,,1/21/2021,58782
Missouri,,1/22/2021,66699
Missouri,,1/23/2021,68466
Missouri,,1/24/2021,73248
Missouri,,1/25/2021,75823
Missouri,,1/26/2021,76467
Missouri,,1/27/2021,79526
Missouri,,1/28/2021,85827
Missouri,,1/29/2021,92389
Missouri,,1/30/2021,92389
Missouri,,1/31/2021,100237
Missouri,,2/1/2021,103241
Missouri,,2/2/2021,104063
Missouri,,2/3/2021,106842
Missouri,,2/4/2021,112106
Missouri,,2/5/2021,118308
Missouri,,2/6/2021,129273
Missouri,,2/7/2021,141134
Missouri,,2/8/2021,146137
Missouri,,2/9/2021,147466
Missouri,,2/10/2021,154987
Missouri,,2/11/2021,163157
Missouri,,2/12/2021,172953
Missouri,,2/13/2021,205645
Missouri,,2/14/2021,225467
Missouri,,2/16/2021,238767
Missouri,,2/17/2021,244879
Missouri,,2/18/2021,259295
Missouri,,2/19/2021,295456
Missouri,,2/20/2021,308971
Missouri,,2/21/2021,336446
Missouri,,2/22/2021,348584
Missouri,,2/23/2021,352782
Missouri,,2/24/2021,366980
Missouri,,2/25/2021,384758
Missouri,,2/26/2021,399851
Missouri,,2/27/2021,432728
Missouri,,2/28/2021,432982
Missouri,,3/1/2021,464382
Missouri,,3/2/2021,466460
Missouri,,3/3/2021,477486
Missouri,,3/4/2021,495859
Missouri,,3/5/2021,513857
Missouri,,3/6/2021,530814
Missouri,,3/7/2021,547105
Missouri,,3/8/2021,541587
Missouri,,3/9/2021,544220
Missouri,,3/10/2021,564507
Missouri,,3/11/2021,581876
Missouri,,3/12/2021,598136
Missouri,,3/13/2021,632916
Missouri,,3/14/2021,633641
Montana,,1/12/2021,5843
Montana,,1/13/2021,6823
Montana,,1/15/2021,8193
Montana,,1/19/2021,8671
Montana,,1/20/2021,9121
Montana,,1/21/2021,9962
Montana,,1/22/2021,11878
Montana,,1/23/2021,13235
Montana,,1/24/2021,14071
Montana,,1/25/2021,14111
Montana,,1/26/2021,14245
Montana,,1/27/2021,15397
Montana,,1/28/2021,18149
Montana,,1/29/2021,21007
Montana,,1/30/2021,23785
Montana,,1/31/2021,24885
Montana,,2/1/2021,25438
Montana,,2/2/2021,25824
Montana,,2/3/2021,26345
Montana,,2/4/2021,28942
Montana,,2/5/2021,30749
Montana,,2/6/2021,34207
Montana,,2/7/2021,36195
Montana,,2/8/2021,36596
Montana,,2/9/2021,36907
Montana,,2/10/2021,37966
Montana,,2/11/2021,39710
Montana,,2/12/2021,41895
Montana,,2/13/2021,44935
Montana,,2/14/2021,48739
Montana,,2/16/2021,50311
Montana,,2/17/2021,51293
Montana,,2/18/2021,53250
Montana,,2/19/2021,62657
Montana,,2/20/2021,66619
Montana,,2/21/2021,70876
Montana,,2/22/2021,72256
Montana,,2/23/2021,73080
Montana,,2/24/2021,75223
Montana,,2/25/2021,78135
Montana,,2/26/2021,81762
Montana,,2/27/2021,87159
Montana,,2/28/2021,92632
Montana,,3/1/2021,93625
Montana,,3/2/2021,94538
Montana,,3/3/2021,96839
Montana,,3/4/2021,101513
Montana,,3/5/2021,107045
Montana,,3/6/2021,113254
Montana,,3/7/2021,119764
Montana,,3/8/2021,122866
Montana,,3/9/2021,123617
Montana,,3/10/2021,126093
Montana,,3/11/2021,131017
Montana,,3/12/2021,136470
Montana,,3/13/2021,143387
Montana,,3/14/2021,148811
Nebraska,,1/12/2021,8459
Nebraska,,1/13/2021,10529
Nebraska,,1/15/2021,13050
Nebraska,,1/19/2021,13860
Nebraska,,1/20/2021,14463
Nebraska,,1/21/2021,16206
Nebraska,,1/22/2021,18086
Nebraska,,1/23/2021,19646
Nebraska,,1/24/2021,22175
Nebraska,,1/25/2021,22547
Nebraska,,1/26/2021,23065
Nebraska,,1/27/2021,24598
Nebraska,,1/28/2021,32380
Nebraska,,1/29/2021,37350
Nebraska,,1/30/2021,41093
Nebraska,,1/31/2021,43712
Nebraska,,2/1/2021,45716
Nebraska,,2/2/2021,46523
Nebraska,,2/3/2021,48889
Nebraska,,2/4/2021,52390
Nebraska,,2/5/2021,55313
Nebraska,,2/6/2021,59985
Nebraska,,2/7/2021,66018
Nebraska,,2/8/2021,67636
Nebraska,,2/9/2021,68056
Nebraska,,2/10/2021,70566
Nebraska,,2/11/2021,73704
Nebraska,,2/12/2021,78835
Nebraska,,2/13/2021,83670
Nebraska,,2/14/2021,88356
Nebraska,,2/16/2021,90231
Nebraska,,2/17/2021,91998
Nebraska,,2/18/2021,96439
Nebraska,,2/19/2021,110603
Nebraska,,2/20/2021,114580
Nebraska,,2/21/2021,118472
Nebraska,,2/22/2021,119890
Nebraska,,2/23/2021,124196
Nebraska,,2/24/2021,131472
Nebraska,,2/25/2021,138194
Nebraska,,2/26/2021,145699
Nebraska,,2/27/2021,146594
Nebraska,,2/28/2021,161017
Nebraska,,3/1/2021,161830
Nebraska,,3/2/2021,164570
Nebraska,,3/3/2021,170153
Nebraska,,3/4/2021,177640
Nebraska,,3/5/2021,187246
Nebraska,,3/6/2021,187852
Nebraska,,3/7/2021,196265
Nebraska,,3/8/2021,203997
Nebraska,,3/9/2021,209383
Nebraska,,3/10/2021,215091
Nebraska,,3/11/2021,226435
Nebraska,,3/12/2021,240487
Nebraska,,3/13/2021,247438
Nebraska,,3/14/2021,247494
Nevada,,1/12/2021,8761
Nevada,,1/13/2021,8761
Nevada,,1/15/2021,15308
Nevada,,1/19/2021,16665
Nevada,,1/20/2021,17209
Nevada,,1/21/2021,19296
Nevada,,1/22/2021,20345
Nevada,,1/23/2021,20972
Nevada,,1/24/2021,22068
Nevada,,1/25/2021,22279
Nevada,,1/26/2021,22508
Nevada,,1/27/2021,23852
Nevada,,1/28/2021,26327
Nevada,,1/29/2021,29163
Nevada,,1/30/2021,31783
Nevada,,1/31/2021,33923
Nevada,,2/1/2021,35559
Nevada,,2/2/2021,37568
Nevada,,2/3/2021,41227
Nevada,,2/4/2021,45735
Nevada,,2/5/2021,49925
Nevada,,2/6/2021,56456
Nevada,,2/7/2021,62654
Nevada,,2/8/2021,66755
Nevada,,2/9/2021,67651
Nevada,,2/10/2021,73088
Nevada,,2/11/2021,77555
Nevada,,2/12/2021,83485
Nevada,,2/13/2021,90476
Nevada,,2/14/2021,98469
Nevada,,2/16/2021,107905
Nevada,,2/17/2021,109852
Nevada,,2/18/2021,117870
Nevada,,2/19/2021,138633
Nevada,,2/20/2021,157477
Nevada,,2/21/2021,165269
Nevada,,2/22/2021,176341
Nevada,,2/23/2021,183594
Nevada,,2/24/2021,187809
Nevada,,2/25/2021,194377
Nevada,,2/26/2021,205500
Nevada,,2/27/2021,218299
Nevada,,2/28/2021,227816
Nevada,,3/1/2021,240683
Nevada,,3/2/2021,244622
Nevada,,3/3/2021,249472
Nevada,,3/4/2021,255738
Nevada,,3/5/2021,263586
Nevada,,3/6/2021,274394
Nevada,,3/7/2021,285336
Nevada,,3/8/2021,294908
Nevada,,3/9/2021,298403
